Node,WiD1,WiD2,WiD3
1620,3,31,241
1621,2,131,1334
1622,2,256,2517
1623,4,35,254
1624,3,35,473
1625,2,31,240
1626,3,36,593
1627,2,42,258
1628,2,11,130
1629,3,33,195
1630,2,20,338
1631,2,128,1306
1632,2,27,410
1633,4,26,263
1634,2,9,61
1635,3,50,565
1636,2,15,99
1637,4,22,130
1638,2,26,412
1639,3,11,426
1640,3,33,295
1641,5,22,279
1642,2,34,812
1643,3,28,190
1644,4,25,354
1645,3,46,302
1646,2,16,190
1647,3,54,471
1648,2,23,240
1649,2,15,127
1650,4,54,446
1651,2,11,290
1652,3,38,478
1653,4,16,127
1654,2,12,106
1655,2,29,423
1656,2,246,2083
1657,2,16,255
1658,2,10,167
1659,5,278,2394
1660,4,42,356
1661,2,9,160
1662,2,37,218
1663,3,12,108
1664,2,9,48
1665,3,32,252
1666,4,42,367
1667,4,24,188
1668,2,9,185
1669,3,18,176
1670,2,18,109
1671,2,32,293
1672,2,130,1313
1673,3,245,2074
1674,2,36,289
1675,5,52,652
1676,4,42,716
1677,2,11,87
1678,2,18,246
1679,5,19,350
1680,3,38,270
1681,2,17,404
1682,2,16,118
1683,4,61,495
1684,2,28,205
1685,2,35,618
1686,4,20,136
1687,2,12,182
1688,3,17,94
1689,2,28,456
1690,3,18,123
1691,2,9,333
1692,2,12,88
1693,3,44,529
1694,4,36,272
1695,7,67,556
1696,3,21,167
1697,2,36,404
1698,2,52,777
1699,3,11,319
1700,2,20,137
1701,2,23,270
1702,2,10,61
1703,2,40,289
1704,3,49,639
1705,3,55,943
1706,2,10,334
1707,2,10,52
1708,4,66,816
1709,5,260,2165
1710,3,18,182
1711,2,12,79
1712,2,53,391
1713,3,29,261
1714,2,18,142
1715,3,46,397
1716,2,13,102
1717,2,32,252
1718,3,21,196
1719,3,70,467
1720,2,41,413
1721,2,12,294
1722,4,26,169
1723,4,60,447
1724,4,72,866
1725,2,17,104
1726,2,19,187
1727,4,152,1803
1728,2,65,621
1729,3,244,2121
1730,3,17,118
1731,4,31,445
1732,2,10,105
1733,2,65,548
1734,3,41,335
1735,2,58,440
1736,2,40,360
1737,3,19,201
1738,3,29,192
1739,2,17,97
1740,2,10,204
1741,2,17,333
1742,3,23,178
1743,2,11,319
1744,4,73,1079
1745,3,14,81
1746,2,23,189
1747,3,15,98
1748,3,35,468
1749,2,9,303
1750,2,21,128
1751,3,40,299
1752,3,51,701
1753,3,13,68
1754,2,40,381
1755,3,47,397
1756,2,45,660
1757,2,9,81
1758,3,23,206
1759,2,49,451
1760,3,242,2088
1761,2,8,58
1762,2,28,256
1763,3,12,306
1764,2,13,83
1765,2,17,272
1766,3,15,195
1767,2,50,463
1768,2,20,103
1769,4,19,243
1770,5,45,517
1771,5,26,177
1772,2,19,141
1773,2,241,2081
1774,2,13,194
1775,2,18,229
1776,2,18,383
1777,2,11,64
1778,3,22,224
1779,2,38,301
1780,3,21,161
1781,2,21,113
1782,3,69,615
1783,2,12,61
1784,2,62,579
1785,2,10,93
1786,2,29,654
1787,2,15,109
1788,2,33,395
1789,3,14,155
1790,2,69,646
1791,2,16,254
1792,2,27,238
1793,2,12,89
1794,2,19,268
1795,3,41,530
1796,3,34,250
1797,2,13,116
1798,5,32,211
1799,2,18,119
1800,3,18,251
1801,2,16,277
1802,2,90,1083
1803,2,35,252
1804,2,27,163
1805,2,19,105
1806,2,23,173
1807,2,41,768
1808,2,21,227
1809,2,17,166
1810,2,12,287
1811,4,22,149
1812,2,247,2192
1813,3,27,163
1814,2,10,103
1815,3,15,110
1816,2,20,185
1817,3,25,306
1818,2,9,77
1819,2,24,244
1820,2,21,138
1821,2,38,561
1822,2,10,295
1823,2,16,310
1824,2,50,646
1825,2,53,412
1826,2,9,71
1827,3,148,1409
1828,3,25,187
1829,3,37,246
1830,2,11,103
1831,4,29,409
1832,2,11,112
1833,2,8,66
1834,3,21,179
1835,2,14,370
1836,2,128,1265
1837,2,14,443
1838,3,71,1119
1839,3,17,183
1840,2,31,215
1841,3,33,615
1842,3,12,171
1843,2,11,317
1844,3,88,1231
1845,4,28,683
1846,2,45,318
1847,2,10,55
1848,2,257,2166
1849,2,11,84
1850,3,25,286
1851,3,16,157
1852,2,37,318
1853,5,42,621
1854,3,12,81
1855,4,20,335
1856,2,18,260
1857,2,23,385
1858,3,22,158
1859,3,12,82
1860,2,8,99
1861,2,12,112
1862,2,26,150
1863,4,19,164
1864,5,51,300
1865,3,17,470
1866,3,16,229
1867,3,35,495
1868,2,14,99
1869,2,67,814
1870,2,31,472
1871,3,40,489
1872,3,18,119
1873,2,41,358
1874,2,11,293
1875,2,16,130
1876,2,11,108
1877,2,22,457
1878,2,358,3261
1879,2,31,539
1880,3,21,138
1881,4,31,750
1882,2,12,329
1883,2,241,2070
1884,2,13,111
1885,2,27,197
1886,3,55,756
1887,4,42,348
1888,3,20,198
1889,3,15,92
1890,2,35,890
1891,2,15,163
1892,2,55,496
1893,2,15,146
1894,4,25,178
1895,2,17,146
1896,2,38,370
1897,3,28,438
1898,2,40,262
1899,3,247,2115
1900,7,74,620
1901,2,21,393
1902,2,9,73
1903,3,13,85
1904,2,35,470
1905,2,20,112
1906,2,32,483
1907,3,61,496
1908,3,25,177
1909,3,12,85
1910,2,65,587
1911,3,38,498
1912,4,28,365
1913,5,43,272
1914,2,130,1329
1915,2,19,271
1916,2,9,315
1917,2,32,227
1918,2,34,814
1919,5,21,201
1920,2,67,611
1921,2,8,55
1922,2,21,389
1923,3,18,145
1924,2,28,295
1925,3,17,87
1926,2,27,244
1927,2,15,101
1928,4,20,257
1929,2,70,649
1930,2,42,406
1931,2,8,117
1932,2,267,2542
1933,2,36,310
1934,2,8,85
1935,4,59,400
1936,2,12,95
1937,2,10,78
1938,2,52,704
1939,2,21,145
1940,2,20,143
1941,2,39,293
1942,2,20,165
1943,2,21,313
1944,2,132,1304
1945,2,19,135
1946,4,20,230
1947,2,280,2429
1948,3,24,185
1949,2,16,118
1950,3,18,119
1951,2,14,122
1952,2,9,91
1953,2,37,509
1954,2,129,1274
1955,3,14,114
1956,3,35,636
1957,2,19,178
1958,2,39,402
1959,2,19,416
1960,4,21,359
1961,3,15,482
1962,2,15,304
1963,2,39,218
1964,2,17,145
1965,2,15,177
1966,2,146,1690
1967,3,13,294
1968,2,52,322
1969,2,16,127
1970,2,29,492
1971,3,18,171
1972,4,17,104
1973,2,52,382
1974,3,29,228
1975,2,13,105
1976,2,12,155
1977,2,44,402
1978,2,239,2267
1979,3,27,198
1980,3,49,657
1981,3,51,446
1982,2,23,219
1983,2,33,201
1984,3,30,229
1985,2,15,95
1986,3,36,346
1987,2,8,62
1988,2,23,359
1989,2,19,222
1990,3,19,168
1991,4,28,552
1992,2,61,483
1993,2,10,117
1994,2,8,133
1995,3,18,342
1996,2,239,2033
1997,2,34,319
1998,3,38,367
1999,3,19,427
2000,3,33,243
2001,2,37,476
2002,3,72,671
2003,5,136,1348
2004,2,43,250
2005,4,18,119
2006,2,18,219
2007,4,246,2146
2008,4,76,1051
2009,2,242,2056
2010,2,26,258
2011,3,18,164
2012,2,25,225
2013,2,11,132
2014,3,23,216
2015,2,51,452
2016,2,47,735
2017,4,38,229
2018,6,41,259
2019,3,18,180
2020,2,10,74
2021,5,34,227
2022,2,11,282
2023,2,9,66
2024,3,39,464
2025,3,25,197
2026,2,26,221
2027,3,141,1593
2028,3,17,334
2029,2,20,93
2030,2,63,990
2031,3,12,57
2032,2,34,297
2033,2,282,2350
2034,3,245,2127
2035,2,11,232
2036,2,57,389
2037,2,67,615
2038,2,19,141
2039,2,15,224
2040,2,9,101
2041,2,14,102
2042,2,11,302
2043,2,27,183
2044,2,22,188
2045,2,14,189
2046,2,11,76
2047,2,15,83
2048,3,14,104
2049,2,240,2042
2050,3,32,265
2051,3,19,139
2052,2,30,504
2053,3,46,332
2054,3,20,387
2055,2,12,233
2056,2,14,311
2057,2,26,497
2058,2,72,650
2059,2,10,179
2060,2,12,330
2061,2,41,334
2062,4,21,377
2063,2,11,77
2064,4,40,266
2065,2,28,242
2066,2,16,91
2067,2,26,568
2068,2,23,174
2069,2,15,131
2070,3,57,401
2071,6,26,297
2072,2,68,615
2073,2,9,47
2074,2,23,161
2075,2,8,41
2076,3,31,226
2077,2,33,201
2078,2,14,198
2079,2,17,118
2080,2,20,124
2081,3,13,190
2082,2,240,2051
2083,3,23,415
2084,3,27,537
2085,2,155,1767
2086,3,21,194
2087,4,28,388
2088,2,17,103
2089,2,17,324
2090,2,28,529
2091,4,62,779
2092,2,12,111
2093,2,26,613
2094,2,34,203
2095,3,12,221
2096,2,13,115
2097,2,14,337
2098,2,14,85
2099,2,10,87
2100,3,31,377
2101,2,26,132
2102,2,15,157
2103,2,18,217
2104,2,12,115
2105,3,34,199
2106,2,29,594
2107,2,12,84
2108,3,12,78
2109,2,16,141
2110,2,12,64
2111,6,42,619
2112,2,15,127
2113,3,53,567
2114,2,35,360
2115,2,20,231
2116,3,70,882
2117,3,17,379
2118,2,38,340
2119,2,63,611
2120,2,12,130
2121,2,11,46
2122,2,20,257
2123,2,14,86
2124,2,19,95
2125,2,9,70
2126,3,22,169
2127,2,9,124
2128,2,21,164
2129,2,46,689
2130,2,10,92
2131,2,47,629
2132,2,66,648
2133,2,14,145
2134,2,22,416
2135,2,13,204
2136,2,23,192
2137,3,13,98
2138,3,73,750
2139,3,62,422
2140,2,63,561
2141,3,19,141
2142,2,240,2056
2143,2,24,183
2144,2,47,624
2145,2,12,121
2146,2,24,520
2147,2,46,907
2148,2,20,165
2149,2,21,377
2150,2,28,341
2151,4,40,320
2152,2,34,451
2153,2,18,150
2154,2,15,85
2155,2,13,112
2156,2,16,188
2157,2,15,194
2158,2,12,97
2159,2,16,103
2160,3,13,70
2161,3,280,2635
2162,3,33,243
2163,2,9,121
2164,2,10,83
2165,2,24,146
2166,2,19,140
2167,2,49,539
2168,3,18,149
2169,2,34,225
2170,2,26,400
2171,2,33,199
2172,2,10,148
2173,2,53,858
2174,2,25,183
2175,2,9,121
2176,6,28,253
2177,2,17,152
2178,2,130,1349
2179,2,11,84
2180,2,66,605
2181,3,47,673
2182,3,20,401
2183,2,52,358
2184,2,38,363
2185,2,12,325
2186,2,11,56
2187,2,24,232
2188,2,12,129
2189,2,46,373
2190,2,81,676
2191,2,38,406
2192,2,8,63
2193,3,73,624
2194,2,11,79
2195,2,10,114
2196,2,17,244
2197,3,14,90
2198,2,18,219
2199,4,21,175
2200,2,10,345
2201,2,246,2101
2202,3,15,299
2203,2,67,633
2204,2,38,616
2205,2,10,145
2206,2,12,92
2207,2,8,47
2208,2,17,103
2209,2,8,55
2210,2,10,98
2211,2,16,376
2212,2,20,124
2213,2,243,2283
2214,2,42,358
2215,2,37,541
2216,4,23,176
2217,2,12,150
2218,2,16,94
2219,3,13,324
2220,3,25,204
2221,2,17,149
2222,2,42,532
2223,2,24,286
2224,2,37,519
2225,3,67,980
2226,4,21,259
2227,2,14,83
2228,2,11,55
2229,2,14,87
2230,2,53,346
2231,2,51,322
2232,3,23,380
2233,2,38,524
2234,2,17,346
2235,2,9,156
2236,3,19,291
2237,2,52,402
2238,2,239,2041
2239,2,10,71
2240,4,41,911
2241,2,9,87
2242,2,10,61
2243,2,9,140
2244,2,12,71
2245,2,15,103
2246,2,42,377
2247,2,38,276
2248,2,18,145
2249,2,11,99
2250,2,25,296
2251,2,13,304
2252,2,23,139
2253,2,9,200
2254,3,18,229
2255,2,8,66
2256,2,9,67
2257,2,13,322
2258,2,25,317
2259,2,17,156
2260,2,12,291
2261,2,38,530
2262,3,25,144
2263,2,24,217
2264,2,12,101
2265,2,15,308
2266,3,70,623
2267,2,139,1374
2268,2,40,396
2269,3,12,124
2270,2,21,404
2271,2,17,140
2272,2,33,190
2273,2,12,142
2274,2,12,132
2275,5,43,470
2276,3,15,108
2277,2,30,217
2278,3,42,551
2279,3,27,205
2280,3,14,82
2281,3,244,2102
2282,2,60,617
2283,2,14,78
2284,2,17,119
2285,2,15,94
2286,2,20,146
2287,2,25,153
2288,2,10,64
2289,3,68,617
2290,2,24,207
2291,2,23,180
2292,2,23,515
2293,4,19,197
2294,2,29,327
2295,2,18,215
2296,2,12,74
2297,2,21,335
2298,2,51,378
2299,2,14,104
2300,2,9,267
2301,3,243,2067
2302,2,12,166
2303,2,240,2043
2304,2,11,86
2305,2,12,73
2306,2,23,471
2307,3,44,271
2308,2,12,118
2309,2,10,53
2310,2,12,117
2311,2,17,171
2312,2,20,143
2313,3,14,129
2314,2,17,468
2315,2,32,302
2316,3,26,180
2317,2,21,148
2318,3,48,396
2319,2,13,191
2320,2,239,2054
2321,2,34,232
2322,2,10,235
2323,2,10,77
2324,2,128,1510
2325,2,21,134
2326,3,18,139
2327,2,36,347
2328,4,18,112
2329,3,22,259
2330,2,52,720
2331,2,19,352
2332,2,42,531
2333,2,19,224
2334,3,21,474
2335,3,14,81
2336,3,12,210
2337,2,239,2067
2338,2,17,142
2339,2,20,312
2340,3,14,114
2341,2,49,629
2342,2,11,176
2343,2,12,89
2344,3,29,197
2345,2,22,526
2346,3,16,363
2347,2,241,2056
2348,2,13,166
2349,2,60,948
2350,4,50,426
2351,3,15,123
2352,2,10,67
2353,2,34,598
2354,2,38,554
2355,2,12,68
2356,2,44,555
2357,2,13,102
2358,2,40,308
2359,2,17,457
2360,2,23,304
2361,2,20,342
2362,2,19,131
2363,2,12,59
2364,2,17,137
2365,2,24,309
2366,3,16,94
2367,2,22,134
2368,2,16,150
2369,2,8,40
2370,2,19,247
2371,3,28,192
2372,2,23,175
2373,2,59,504
2374,2,29,313
2375,3,16,176
2376,2,9,295
2377,2,32,627
2378,2,12,283
2379,2,35,516
2380,2,35,264
2381,2,20,307
2382,3,19,151
2383,3,19,350
2384,3,27,295
2385,3,23,134
2386,3,16,111
2387,2,33,604
2388,2,20,501
2389,2,32,454
2390,2,130,1276
2391,2,66,810
2392,2,8,271
2393,2,12,140
2394,2,11,66
2395,2,14,89
2396,2,23,149
2397,2,19,122
2398,2,31,224
2399,2,17,141
2400,4,18,348
2401,2,11,124
2402,2,29,272
2403,2,14,133
2404,2,26,177
2405,2,12,342
2406,2,12,81
2407,2,23,184
2408,3,13,91
2409,2,16,333
2410,2,27,187
2411,2,11,60
2412,2,16,92
2413,2,37,346
2414,2,29,445
2415,2,32,346
2416,2,13,97
2417,2,27,440
2418,2,17,100
2419,2,11,78
2420,3,23,329
2421,2,9,46
2422,2,39,547
2423,2,11,113
2424,2,15,168
2425,2,245,2101
2426,3,62,952
2427,3,15,314
2428,2,19,105
2429,2,12,116
2430,2,17,148
2431,3,48,588
2432,2,8,73
2433,3,26,559
2434,2,14,107
2435,2,14,322
2436,2,13,69
2437,2,23,135
2438,2,13,98
2439,2,8,269
2440,3,22,285
2441,2,21,156
2442,2,14,132
2443,2,33,279
2444,3,42,450
2445,2,246,2149
2446,2,44,335
2447,2,23,163
2448,2,27,216
2449,2,9,62
2450,2,26,156
2451,2,24,177
2452,2,52,373
2453,2,13,144
2454,2,40,428
2455,2,20,154
2456,2,34,477
2457,2,9,100
2458,2,43,292
2459,3,44,621
2460,2,11,124
2461,2,15,87
2462,2,15,122
2463,6,27,243
2464,2,8,320
2465,2,19,163
2466,2,16,253
2467,2,26,210
2468,2,130,1278
2469,2,23,148
2470,2,74,864
2471,3,67,571
2472,2,39,362
2473,2,17,130
2474,2,11,121
2475,2,19,135
2476,2,16,338
2477,2,17,329
2478,2,11,58
2479,2,33,561
2480,2,10,282
2481,2,11,111
2482,2,239,2037
2483,2,9,97
2484,3,14,427
2485,3,26,427
2486,2,17,149
2487,2,19,122
2488,2,76,772
2489,2,12,101
2490,2,10,47
2491,2,21,174
2492,2,15,455
2493,2,13,346
2494,2,10,304
2495,4,52,327
2496,2,26,247
2497,2,14,168
2498,2,12,242
2499,3,53,695
2500,2,57,503
2501,2,12,70
2502,2,25,211
2503,2,23,174
2504,3,15,344
2505,2,17,395
2506,2,15,341
2507,2,40,479
2508,5,32,515
2509,2,129,1291
2510,3,26,312
2511,2,14,320
2512,2,13,95
2513,2,18,213
2514,3,18,268
2515,2,59,795
2516,2,8,80
2517,2,20,222
2518,2,15,137
2519,2,38,358
2520,2,18,193
2521,2,35,208
2522,3,46,480
2523,2,31,226
2524,2,244,2101
2525,2,17,95
2526,2,11,324
2527,2,50,642
2528,2,9,50
2529,2,12,323
2530,2,9,281
2531,2,22,123
2532,2,240,2063
2533,2,45,369
2534,3,37,333
2535,2,12,331
2536,2,10,48
2537,2,13,246
2538,3,22,386
2539,2,18,207
2540,3,29,262
2541,4,37,575
2542,2,38,484
2543,2,12,112
2544,2,33,733
2545,2,10,78
2546,2,11,83
2547,2,37,775
2548,2,9,62
2549,4,58,438
2550,2,13,203
2551,3,19,104
2552,2,10,325
2553,2,11,81
2554,2,61,490
2555,2,70,804
2556,2,15,316
2557,2,40,520
2558,2,12,180
2559,2,37,329
2560,3,15,117
2561,2,10,52
2562,2,11,72
2563,2,10,307
2564,3,12,226
2565,2,37,588
2566,2,29,555
2567,2,240,2062
2568,2,240,2061
2569,2,13,323
2570,2,10,74
2571,3,25,125
2572,2,19,155
2573,2,9,78
2574,2,8,60
2575,2,246,2149
2576,2,43,336
2577,2,46,384
2578,2,15,110
2579,2,20,360
2580,2,25,427
2581,2,26,379
2582,2,11,117
2583,2,37,506
2584,2,23,237
2585,2,18,327
2586,2,21,228
2587,2,10,71
2588,2,14,432
2589,2,22,189
2590,2,9,45
2591,2,11,65
2592,4,47,449
2593,2,24,138
2594,2,14,123
2595,2,12,68
2596,2,27,184
2597,2,15,223
2598,2,135,1573
2599,2,35,387
2600,2,8,106
2601,2,21,141
2602,4,32,214
2603,3,50,369
2604,2,11,72
2605,2,13,97
2606,2,40,384
2607,2,16,237
2608,2,69,872
2609,3,32,302
2610,2,17,183
2611,2,13,84
2612,2,11,278
2613,2,24,188
2614,2,11,58
2615,3,266,2453
2616,2,10,94
2617,5,24,291
2618,2,13,360
2619,2,17,106
2620,2,18,145
2621,2,18,205
2622,2,14,112
2623,2,25,354
2624,2,61,498
2625,2,44,350
2626,2,13,86
2627,2,53,483
2628,2,52,796
2629,3,26,156
2630,2,32,480
2631,2,44,340
2632,2,27,220
2633,2,11,319
2634,2,14,336
2635,2,16,164
2636,2,29,414
2637,2,26,331
2638,2,8,296
2639,3,20,355
2640,2,65,622
2641,2,25,503
2642,2,37,309
2643,2,23,175
2644,2,16,98
2645,2,15,114
2646,2,18,278
2647,2,10,75
2648,2,46,352
2649,2,42,285
2650,2,26,225
2651,2,23,180
2652,2,9,100
2653,2,10,85
2654,4,22,115
2655,2,13,89
2656,2,8,62
2657,2,16,78
2658,2,9,70
2659,2,11,66
2660,2,18,294
2661,2,129,1281
2662,2,24,325
2663,2,10,103
2664,2,12,244
2665,2,37,479
2666,2,22,367
2667,3,40,504
2668,2,10,64
2669,2,8,52
2670,2,15,127
2671,2,11,301
2672,2,13,71
2673,2,38,505
2674,2,41,373
2675,2,10,128
2676,5,21,174
2677,2,46,392
2678,2,67,630
2679,2,9,68
2680,2,13,302
2681,2,19,369
2682,3,20,333
2683,2,33,224
2684,2,36,627
2685,2,12,134
2686,2,28,267
2687,2,35,318
2688,2,20,349
2689,2,49,939
2690,2,11,82
2691,2,15,79
2692,2,38,484
2693,2,18,123
2694,2,47,636
2695,2,12,59
2696,2,18,152
2697,2,23,459
2698,2,12,306
2699,2,14,169
2700,2,13,79
2701,3,15,138
2702,2,66,866
2703,3,50,601
2704,2,13,449
2705,2,11,69
2706,2,15,136
2707,2,24,161
2708,2,14,117
2709,2,50,683
2710,2,128,1268
2711,2,12,80
2712,2,8,385
2713,2,129,1410
2714,2,13,138
2715,2,22,301
2716,2,28,157
2717,3,11,54
2718,2,11,88
2719,2,9,78
2720,2,36,520
2721,3,37,272
2722,2,10,54
2723,2,72,597
2724,3,23,136
2725,2,21,156
2726,2,33,675
2727,2,19,114
2728,2,20,152
2729,2,16,359
2730,2,8,35
2731,2,10,71
2732,2,12,177
2733,2,12,345
2734,2,28,244
2735,2,9,51
2736,2,19,125
2737,2,49,457
2738,2,11,56
2739,2,15,309
2740,2,27,791
2741,2,17,109
2742,2,240,2064
2743,2,9,93
2744,2,13,98
2745,2,26,200
2746,3,54,777
2747,2,14,103
2748,2,46,574
2749,2,35,520
2750,2,12,79
2751,2,12,109
2752,2,17,128
2753,2,29,219
2754,2,39,349
2755,2,11,126
2756,2,13,89
2757,2,8,68
2758,2,18,245
2759,2,33,264
2760,2,25,376
2761,2,127,1277
2762,2,19,155
2763,2,11,105
2764,2,11,59
2765,2,49,445
2766,2,12,210
2767,2,27,237
2768,2,22,132
2769,2,239,2050
2770,2,19,260
2771,4,26,176
2772,2,27,485
2773,2,15,94
2774,2,16,263
2775,2,37,572
2776,2,51,774
2777,2,17,196
2778,2,33,530
2779,2,52,714
2780,2,8,89
2781,2,11,128
2782,2,68,650
2783,2,43,578
2784,2,11,172
2785,2,11,59
2786,2,46,432
2787,2,16,214
2788,2,20,136
2789,2,17,243
2790,2,248,2129
2791,2,49,441
2792,2,10,60
2793,2,8,86
2794,2,15,134
2795,3,20,157
2796,2,13,127
2797,2,10,200
2798,2,240,2096
2799,2,27,171
2800,2,13,128
2801,2,17,234
2802,2,16,127
2803,2,12,71
2804,2,14,121
2805,2,10,84
2806,2,17,162
2807,2,13,215
2808,3,23,355
2809,2,43,652
2810,2,20,224
2811,2,14,321
2812,2,70,837
2813,2,19,130
2814,2,17,179
2815,2,58,486
2816,2,8,72
2817,2,9,139
2818,2,11,297
2819,2,9,286
2820,2,12,298
2821,2,24,140
2822,2,9,75
2823,2,16,175
2824,2,15,315
2825,2,53,357
2826,2,11,93
2827,2,16,80
2828,2,23,298
2829,2,20,304
2830,2,28,476
2831,2,8,81
2832,2,61,498
2833,2,15,128
2834,2,11,60
2835,2,9,43
2836,2,61,427
2837,2,18,152
2838,2,12,113
2839,2,9,106
2840,2,10,115
2841,2,10,73
2842,2,12,358
2843,2,10,78
2844,2,10,51
2845,2,240,2054
2846,2,15,121
2847,2,12,127
2848,2,38,499
2849,2,15,120
2850,2,34,488
2851,2,17,339
2852,2,13,364
2853,2,9,45
2854,2,11,98
2855,2,27,221
2856,2,37,639
2857,2,11,60
2858,2,13,340
2859,2,17,196
2860,2,20,172
2861,2,11,53
2862,2,25,556
2863,2,272,2605
2864,2,11,85
2865,2,12,107
2866,2,8,44
2867,2,11,63
2868,2,19,230
2869,2,20,319
2870,2,12,65
2871,2,23,251
2872,2,8,102
2873,2,24,141
2874,2,39,558
2875,2,43,343
2876,2,49,694
2877,2,15,217
2878,2,239,2110
2879,3,14,76
2880,2,15,96
2881,2,8,93
2882,2,266,2484
2883,2,30,253
2884,2,23,233
2885,2,20,371
2886,2,23,344
2887,2,11,76
2888,2,25,515
2889,2,11,90
2890,2,34,342
2891,2,10,112
2892,2,11,126
2893,2,25,176
2894,2,12,84
2895,2,10,70
2896,2,15,99
2897,2,15,192
2898,2,9,51
2899,2,9,79
2900,2,18,233
2901,2,76,583
2902,2,9,99
2903,2,63,861
2904,2,17,174
2905,2,17,120
2906,2,22,173
2907,3,21,131
2908,2,8,70
2909,2,12,115
2910,2,260,2285
2911,2,12,96
2912,2,12,328
2913,2,14,108
2914,2,11,133
2915,2,69,737
2916,2,10,89
2917,2,29,232
2918,2,132,1326
2919,2,8,47
2920,2,64,627
2921,2,54,366
2922,2,15,148
2923,2,13,143
2924,2,16,438
2925,2,243,2112
2926,2,9,53
2927,2,15,100
2928,2,41,326
2929,2,8,104
2930,2,18,122
2931,2,14,212
2932,2,25,149
2933,2,9,40
2934,2,241,2070
2935,2,15,104
2936,2,17,195
2937,2,16,172
2938,2,24,418
2939,2,10,98
2940,2,19,248
2941,2,10,113
2942,2,18,163
2943,2,12,72
2944,2,44,664
2945,2,11,162
2946,2,58,392
2947,2,18,104
2948,2,15,119
2949,2,249,2264
2950,2,17,118
2951,2,243,2097
2952,2,52,356
2953,2,59,452
2954,2,17,388
2955,2,15,121
2956,2,10,58
2957,2,15,91
2958,2,244,2075
2959,2,10,82
2960,2,11,283
2961,2,29,499
2962,2,9,81
2963,2,9,99
2964,2,247,2214
2965,2,8,39
2966,2,11,119
2967,2,10,67
2968,2,25,181
2969,2,20,369
2970,2,134,1330
2971,2,31,203
2972,2,16,127
2973,2,47,785
2974,2,19,210
2975,2,92,1018
2976,2,13,164
2977,2,11,87
2978,2,11,79
2979,2,52,706
2980,2,24,145
2981,2,13,154
2982,2,42,629
2983,2,48,628
2984,2,11,80
2985,2,12,96
2986,2,59,1011
2987,2,17,219
2988,2,9,72
2989,2,252,2249
2990,2,239,2042
2991,2,32,654
2992,2,9,65
2993,2,13,103
2994,2,14,333
2995,2,10,54
2996,2,61,465
2997,2,24,148
2998,2,12,286
2999,2,11,317
