Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
871,7,138,2683,6,64,1179
872,11,286,6587,8,111,2615
873,7,92,1975,6,55,834
874,8,133,3070,6,76,1270
875,7,151,2966,7,70,1300
876,6,119,1679,6,55,926
877,6,123,2295,5,52,1041
878,10,353,7591,6,108,3120
879,7,114,2091,5,58,978
880,8,255,5802,6,84,2297
881,11,163,3410,7,88,1456
882,9,225,4646,7,90,2001
883,7,171,3382,5,67,1452
884,5,94,2114,5,50,869
885,9,129,2952,6,74,1208
886,5,152,3230,5,57,1338
887,6,257,4994,6,69,2176
888,5,222,4188,5,65,1866
889,8,248,5407,6,87,2224
890,7,266,6090,6,90,2406
891,8,155,3111,6,71,1359
892,7,74,1654,5,50,667
893,5,298,6123,5,75,2560
894,9,135,2522,6,73,1165
895,5,134,2496,5,56,1144
896,6,123,2563,6,55,1088
897,11,192,4429,6,92,1798
898,6,210,5087,5,76,2000
899,6,191,4354,6,67,1699
900,5,127,2491,5,52,1101
901,8,345,7315,6,96,2987
902,8,202,3794,6,75,1697
903,7,145,3194,6,68,1322
904,7,105,2655,6,61,1023
905,5,322,6643,5,88,2803
906,7,171,3787,6,67,1543
907,6,134,3389,5,65,1275
908,6,217,4283,6,69,1825
909,11,225,4416,7,97,1948
910,6,108,2554,6,58,1036
911,7,398,8732,6,108,3581
912,7,214,3780,6,71,1776
913,8,194,3628,6,78,1642
914,9,198,4428,6,86,1821
915,5,87,1652,5,45,743
916,8,249,5385,6,86,2218
917,8,83,1679,6,59,753
918,9,225,5012,6,84,2040
919,7,341,7342,6,93,3022
920,9,95,2467,6,67,933
921,9,231,5091,6,90,2085
922,7,118,2633,6,65,1087
923,8,142,2924,6,69,1251
924,7,211,4008,5,72,1780
925,5,101,2214,5,46,913
926,8,124,2933,5,69,1176
927,8,93,1895,7,60,841
928,6,141,2828,6,56,1229
929,8,93,1925,6,62,852
930,6,114,2233,6,59,1014
931,7,127,2487,5,66,1116
932,5,203,3991,5,70,1752
933,5,59,1368,5,39,557
934,6,263,5842,6,83,2399
935,7,260,5199,6,84,2250
936,7,100,2245,5,60,935
937,5,110,2231,5,50,976
938,6,139,2666,6,57,1161
939,7,199,4708,6,77,1842
940,7,128,2764,6,61,1150
941,8,485,9465,7,116,4058
942,9,219,5166,6,89,2059
943,10,133,2546,7,76,1135
944,5,144,3020,5,57,1276
945,9,178,3470,6,79,1514
946,6,169,3087,5,66,1438
947,7,219,4151,6,72,1838
948,8,295,6236,6,93,2618
949,6,171,3707,5,67,1535
950,6,193,3892,6,68,1693
951,9,142,3652,6,76,1372
952,9,137,2801,6,73,1231
953,6,181,3850,6,71,1619
954,7,94,2392,6,58,921
955,7,307,5610,5,86,2522
956,5,99,2114,5,51,900
957,8,137,2882,5,72,1211
958,7,115,2084,6,59,949
959,9,486,9680,7,122,4141
960,7,369,6890,6,98,3093
961,8,220,5042,5,83,1998
962,12,176,3755,7,94,1568
963,12,95,2445,7,79,970
964,9,137,3047,6,69,1226
965,5,287,6041,5,77,2527
966,7,77,1616,6,51,706
967,7,113,2446,5,62,1035
968,6,149,3319,5,67,1356
969,6,436,9036,5,98,3750
970,7,339,7362,5,94,3014
971,6,73,1531,5,45,634
972,9,140,3345,6,78,1338
973,6,115,2295,5,56,1030
974,5,98,2207,5,49,885
975,6,95,1960,5,52,823
976,9,197,4187,5,84,1748
977,6,129,2879,6,60,1181
978,6,100,2237,6,50,913
979,9,109,2181,6,65,933
980,6,84,1560,5,48,715
981,11,141,3171,6,83,1282
982,5,329,7285,5,86,2957
983,5,114,2500,5,48,1032
984,5,162,3421,5,63,1447
985,8,341,6851,6,99,2934
986,5,124,2807,5,50,1134
987,8,289,5370,6,84,2402
988,11,230,4568,6,91,1962
989,9,91,2110,6,63,853
990,9,340,8064,6,107,3142
991,6,148,2983,6,62,1306
992,6,95,1865,6,51,846
993,5,222,5286,5,68,2060
994,6,116,2705,5,58,1097
995,5,202,4435,5,65,1796
996,8,99,2055,6,62,880
997,11,158,3125,6,83,1388
998,7,90,1575,6,59,768
999,8,161,3334,6,73,1411
1000,6,84,2251,6,53,844
1001,6,124,2547,6,59,1099
1002,6,298,6210,5,81,2592
1003,5,158,3507,5,58,1414
1004,7,130,3139,6,64,1232
1005,9,189,4247,6,83,1710
1006,6,121,2850,6,60,1144
1007,5,50,1132,5,34,458
1008,8,96,2205,6,59,898
1009,7,180,3746,6,74,1584
1010,8,297,6553,6,92,2649
1011,13,250,4527,7,106,2085
1012,7,155,2944,6,65,1326
1013,9,125,2099,7,70,1043
1014,7,221,4931,6,77,1983
1015,6,152,2678,6,64,1277
1016,9,177,3424,6,79,1516
1017,6,136,3126,6,58,1249
1018,6,322,6930,6,87,2828
1019,5,85,2180,5,45,823
1020,6,131,2973,6,57,1200
1021,8,240,5252,6,87,2139
1022,10,208,4778,6,88,1863
1023,11,204,4368,6,92,1808
1024,11,410,7914,6,118,3420
1025,6,102,2856,5,53,1029
1026,12,254,5735,6,105,2300
1027,6,352,7484,6,95,3109
1028,5,88,1881,5,46,792
1029,7,97,2069,6,55,887
1030,9,317,6446,6,99,2727
1031,6,79,1409,5,44,660
1032,6,93,1832,6,51,814
1033,8,207,4333,5,78,1804
1034,7,361,7044,6,94,3052
1035,8,129,3217,6,70,1265
1036,5,112,2399,5,54,1023
1037,11,311,6328,7,109,2724
1038,6,81,1892,6,48,747
1039,6,124,2665,5,56,1079
1040,6,281,5963,5,87,2502
1041,6,189,3576,5,66,1613
1042,6,189,3915,5,67,1666
1043,6,188,3981,5,68,1666
1044,10,134,2875,6,79,1229
1045,7,321,7297,5,94,2928
1046,9,337,6802,6,99,2857
1047,7,194,3871,6,74,1651
1048,9,93,1696,6,65,802
1049,7,102,2352,6,56,956
1050,6,201,4796,6,67,1844
1051,7,174,3534,6,69,1487
1052,12,154,2806,6,89,1318
1053,6,107,2236,6,58,961
1054,5,82,1807,5,45,757
1055,7,193,3837,5,72,1670
1056,6,183,3563,5,70,1592
1057,5,68,1573,5,41,626
1058,7,79,1442,5,51,666
1059,7,362,7299,6,99,3119
1060,8,151,2615,6,70,1263
1061,6,146,3226,5,56,1294
1062,10,238,4401,5,85,1964
1063,7,114,2475,6,62,1031
1064,8,168,3061,6,71,1404
1065,8,170,3133,6,72,1416
1066,5,148,3300,5,58,1345
1067,8,218,4932,6,88,1995
1068,6,185,3805,6,72,1610
1069,8,258,5611,6,94,2326
1070,6,145,2809,6,65,1274
1071,5,160,4094,5,61,1545
1072,6,78,1448,5,51,680
1073,6,61,1340,6,45,572
1074,8,135,2821,6,69,1208
1075,8,188,4062,6,77,1682
1076,8,250,4733,7,91,2166
1077,6,163,3163,5,64,1422
1078,9,90,1860,6,65,797
1079,7,152,2751,6,62,1263
1080,6,70,1698,5,47,667
1081,7,260,5219,6,84,2243
1082,7,145,3372,5,65,1317
1083,6,164,3786,6,61,1495
1084,5,78,1831,5,47,723
1085,5,51,959,5,34,450
1086,5,84,1838,5,45,759
1087,8,328,7144,5,95,2905
1088,6,167,3928,6,64,1538
1089,6,264,5157,5,76,2230
1090,6,102,2033,5,53,905
1091,5,229,4954,5,71,2060
1092,7,201,3810,6,66,1683
1093,5,66,1002,5,39,528
1094,9,325,6741,6,103,2856
1095,6,265,5953,6,83,2384
1096,6,267,5296,6,77,2279
1097,6,226,5148,6,77,2081
1098,7,215,4323,6,77,1855
1099,7,151,3038,6,67,1303
1100,7,213,4562,5,74,1839
1101,8,88,1845,7,61,814
1102,6,148,3741,5,61,1414
1103,5,95,2544,5,48,942
1104,7,119,2513,5,63,1082
1105,8,161,3053,6,69,1374
1106,8,75,2006,6,58,761
1107,6,79,1767,6,45,717
1108,5,159,4043,5,62,1537
1109,6,194,4052,5,72,1707
1110,5,94,2013,5,48,849
1111,7,124,2354,6,59,1035
1112,7,92,2087,6,58,849
1113,6,162,4012,6,65,1562
1114,7,91,2090,6,55,839
1115,9,248,5123,6,87,2140
1116,7,259,4903,6,76,2173
1117,6,75,1523,5,47,666
1118,10,292,5354,7,99,2436
1119,7,98,1889,5,56,828
1120,13,178,3658,7,103,1589
1121,7,212,3966,5,69,1778
1122,11,189,3556,6,89,1614
1123,5,63,1466,5,40,598
1124,9,91,2002,6,65,863
1125,5,179,3813,5,65,1612
1126,6,101,2662,5,59,1022
1127,13,176,3725,7,94,1562
1128,10,210,4477,7,91,1902
1129,5,262,4770,5,69,2159
1130,6,153,2903,5,60,1286
1131,7,60,1526,6,48,613
1132,7,207,4061,6,76,1767
1133,6,184,4178,5,65,1682
1134,5,73,1365,5,41,626
1135,7,140,3112,6,71,1284
1136,7,131,2813,6,67,1191
1137,6,71,1317,5,43,601
1138,5,208,4105,5,66,1775
1139,7,79,1692,6,53,722
1140,6,93,1959,6,54,843
1141,5,94,2449,5,49,921
1142,6,247,5062,5,72,2108
1143,7,217,5004,7,82,1991
1144,6,81,2021,6,48,778
1145,7,233,4946,5,72,2029
1146,6,361,7963,5,94,3190
1147,7,130,2858,6,60,1184
1148,5,163,4117,5,65,1560
1149,6,383,8000,6,96,3327
1150,7,240,4916,5,74,2056
1151,5,99,1824,5,46,835
1152,7,195,3986,6,77,1699
1153,6,206,3961,6,69,1747
1154,6,136,2912,6,58,1216
1155,8,201,4560,6,79,1809
1156,7,186,3958,5,72,1641
1157,7,128,2064,6,61,1028
1158,7,193,3646,5,65,1602
1159,6,88,1850,6,49,798
1160,7,262,5484,5,80,2256
1161,7,153,2924,6,63,1284
1162,6,85,1745,5,52,759
1163,5,82,1606,5,41,704
1164,7,179,4181,5,73,1648
1165,5,152,3049,5,56,1286
1166,6,66,1189,5,44,556
1167,7,204,4564,6,77,1856
1168,7,170,4034,6,72,1600
1169,7,140,2541,6,64,1177
1170,6,106,2090,5,50,882
1171,6,87,1683,6,51,748
1172,5,138,2556,5,51,1153
1173,7,230,4265,6,74,1897
1174,8,99,2291,6,64,949
1175,6,76,1851,5,46,722
1176,6,63,1286,6,43,574
1177,6,235,4940,5,68,2029
1178,7,149,2750,6,66,1250
1179,5,88,1921,5,48,801
1180,7,277,6127,6,95,2519
1181,8,198,3735,7,70,1663
1182,5,139,3485,5,57,1335
1183,6,146,3283,5,62,1325
1184,7,230,4616,6,76,1968
1185,7,100,2087,5,55,895
1186,7,121,3150,6,64,1174
1187,6,331,7371,6,87,2954
1188,5,275,5599,5,67,2347
1189,5,129,2545,5,56,1117
1190,7,232,4477,5,78,1958
1191,6,134,2665,6,63,1186
1192,6,95,2186,5,52,875
1193,8,127,2622,6,68,1107
1194,7,106,1848,6,60,903
1195,5,144,3441,5,59,1356
1196,7,358,8098,6,101,3222
1197,6,165,4092,6,64,1578
1198,7,69,1604,6,50,649
1199,8,177,4226,6,82,1684
1200,5,82,1661,5,45,720
1201,7,245,4732,6,75,2073
1202,8,288,6492,6,96,2642
1203,7,150,2762,6,65,1275
1204,6,163,2796,6,63,1327
1205,5,147,2776,5,54,1236
1206,9,84,1662,6,62,746
1207,8,294,6095,6,90,2535
1208,7,163,2920,5,63,1327
1209,7,113,2483,7,61,1025
1210,9,139,2950,6,71,1236
1211,7,170,3727,6,72,1536
1212,9,163,3481,6,79,1456
1213,6,140,2465,6,61,1194
1214,6,70,1486,6,46,648
1215,6,74,1287,5,45,606
1216,5,78,1759,5,44,716
1217,6,198,4113,5,60,1714
1218,5,236,5533,5,72,2172
1219,5,93,2042,5,48,843
1220,6,252,5320,5,72,2193
1221,7,166,3687,6,73,1531
1222,7,131,2371,6,60,1103
1223,6,100,2521,5,55,966
1224,6,173,3942,6,64,1563
1225,5,77,1807,5,45,742
1226,6,201,4328,5,66,1753
1227,7,113,2078,6,56,948
1228,5,73,1681,5,43,681
1229,7,107,2334,5,60,986
1230,7,208,3971,6,69,1752
1231,6,200,4128,5,68,1738
1232,7,128,2631,6,63,1115
1233,7,206,4942,6,84,1977
1234,7,141,2838,6,67,1251
1235,5,190,4280,5,62,1736
1236,8,112,2473,6,63,1031
1237,7,298,6627,5,84,2625
1238,6,305,6110,5,79,2592
1239,7,251,5114,6,82,2155
1240,6,99,2176,5,51,870
1241,6,65,1347,5,44,574
1242,7,212,4264,5,72,1796
1243,5,89,1866,5,50,798
1244,6,72,1588,5,44,662
1245,8,227,4403,6,81,1920
1246,7,116,2340,7,62,1054
1247,6,103,2153,6,54,935
1248,8,104,2088,6,64,939
1249,6,229,4604,6,74,1970
1250,7,215,4008,6,73,1803
1251,7,87,1579,6,54,747
1252,5,137,2485,5,55,1145
1253,5,125,2523,5,52,1065
1254,5,105,1920,5,46,893
1255,6,104,2575,5,53,969
1256,6,140,2865,6,63,1258
1257,6,133,2528,5,57,1154
1258,6,306,6529,5,82,2672
1259,5,74,1725,5,41,679
1260,6,137,3283,6,57,1285
1261,9,203,3854,6,81,1711
1262,5,166,3606,5,62,1470
1263,5,55,1225,5,38,513
1264,6,188,3881,5,65,1622
1265,6,76,1599,6,48,693
1266,8,214,4371,6,84,1866
1267,6,93,1813,5,52,831
1268,8,89,1833,6,61,829
1269,6,111,1900,6,55,906
1270,5,202,4161,5,65,1768
1271,6,159,3379,6,64,1382
1272,5,92,2161,5,47,849
1273,6,196,4168,6,68,1756
1274,7,154,3202,5,73,1397
1275,6,156,3049,5,61,1338
1276,6,222,4230,5,65,1844
1277,8,241,4717,6,81,2042
1278,5,95,1552,5,46,774
1279,7,389,7460,6,93,3245
1280,5,61,1517,5,41,604
1281,5,105,2127,5,49,941
1282,5,78,1765,5,47,720
1283,9,293,5847,6,92,2492
1284,5,129,2385,5,55,1119
1285,10,222,4626,6,87,1924
1286,6,86,2077,6,52,821
1287,6,126,2004,6,55,1026
1288,5,128,2265,5,50,1059
1289,8,98,2102,6,59,879
1290,6,104,2437,5,51,961
1291,6,181,4198,6,69,1656
1292,6,85,1661,5,52,753
1293,6,67,1603,6,46,637
1294,6,100,2512,6,54,980
1295,7,266,6167,5,84,2452
1296,10,166,3437,6,80,1460
1297,5,348,6690,5,80,2927
1298,5,125,2636,5,52,1103
1299,6,176,3457,5,61,1491
1300,5,284,6082,5,76,2503
1301,5,114,2192,5,51,980
1302,6,57,1127,5,41,514
1303,9,111,1918,6,65,928
1304,5,88,1865,5,45,780
1305,5,174,3626,5,56,1492
1306,7,167,3616,5,66,1466
1307,6,164,3697,6,61,1478
1308,6,87,1871,5,52,787
1309,6,122,2230,6,57,1055
1310,5,209,3901,5,61,1748
1311,5,117,2465,5,45,1038
1312,6,74,1559,6,50,679
1313,5,215,4731,5,71,1952
1314,5,222,5132,5,72,2046
1315,7,306,6494,6,90,2691
1316,8,132,2726,7,66,1145
1317,5,66,857,5,39,510
1318,9,185,3306,6,79,1523
1319,6,202,3615,6,63,1650
1320,9,233,4897,6,87,2052
1321,7,164,3656,5,68,1490
1322,5,164,3642,5,62,1478
1323,7,304,6696,6,90,2735
1324,5,92,1613,5,47,778
1325,6,84,1635,6,50,723
1326,7,83,1428,5,55,706
1327,5,153,3362,5,58,1397
1328,6,95,2051,5,52,854
1329,8,163,3466,6,74,1464
1330,6,72,1699,6,45,679
1331,6,138,2837,6,60,1208
1332,6,127,2582,5,56,1118
1333,6,123,2252,6,55,1048
1334,6,76,1411,6,47,679
1335,6,213,4667,6,73,1905
1336,7,167,3412,6,69,1481
1337,6,77,1757,5,49,726
1338,5,80,1671,5,44,705
1339,6,264,5656,5,76,2307
1340,5,94,2237,5,49,872
1341,6,116,2344,5,55,1022
1342,6,79,1338,5,47,662
1343,6,366,7223,6,91,3120
1344,5,166,4486,5,63,1653
1345,5,136,2577,5,58,1163
1346,7,100,1919,5,56,855
1347,7,233,4185,6,75,1928
1348,6,187,3600,6,65,1595
1349,9,232,3906,6,84,1876
1350,6,275,5568,6,80,2366
1351,7,301,6432,6,88,2642
1352,7,167,4009,6,69,1565
1353,6,84,2091,5,48,795
1354,9,80,1922,6,60,758
1355,9,263,5534,5,89,2292
1356,7,301,6387,6,84,2629
1357,8,129,2396,6,67,1113
1358,5,221,4371,5,68,1862
1359,6,85,1634,5,48,736
1360,5,212,4328,5,59,1811
1361,7,268,5208,5,82,2274
1362,5,72,1601,5,41,643
1363,7,85,1703,6,55,749
1364,6,106,2755,6,55,1042
1365,9,265,6234,5,94,2441
1366,8,118,1953,6,63,961
1367,7,174,3304,5,64,1448
1368,6,55,1387,5,42,546
1369,8,210,4011,5,76,1775
1370,5,55,1019,5,36,471
1371,5,163,3783,5,62,1531
1372,8,153,3395,6,75,1383
1373,5,64,1113,5,38,536
1374,6,65,1458,5,44,598
1375,5,90,1846,5,39,776
1376,6,71,1161,5,48,599
1377,6,185,3831,6,74,1661
1378,6,70,1692,6,49,681
1379,6,75,1536,6,49,695
1380,6,101,2224,5,52,909
1381,5,77,1655,5,43,688
1382,5,291,5914,5,73,2493
1383,7,135,2848,6,62,1196
1384,5,87,1612,5,39,726
1385,5,139,2784,5,50,1215
1386,6,104,2069,6,54,921
1387,5,159,3479,5,53,1394
1388,5,79,1478,5,44,705
1389,5,59,1524,5,39,591
1390,5,82,1930,5,46,784
1391,5,149,3469,5,55,1374
1392,6,97,2092,5,51,868
1393,5,91,2031,5,47,824
1394,6,125,2639,5,56,1096
1395,5,150,3199,5,58,1315
1396,5,95,1709,5,47,789
1397,6,223,4551,5,68,1925
1398,6,73,1589,6,46,671
1399,5,157,3619,5,56,1457
1400,5,190,3803,5,62,1617
1401,7,146,3313,5,62,1338
1402,6,185,4149,5,67,1664
1403,5,146,3193,5,59,1303
1404,5,262,4669,5,69,2141
1405,6,65,1180,5,44,551
1406,6,82,1442,6,47,678
1407,8,174,4148,6,76,1650
1408,6,124,2611,6,60,1119
1409,6,111,2586,5,57,1047
1410,9,149,2811,5,76,1267
1411,5,138,3111,5,54,1265
1412,5,100,2302,5,51,923
1413,6,392,8252,5,99,3415
1414,8,100,1990,6,57,857
1415,5,144,3007,5,50,1234
1416,7,160,3252,5,64,1376
1417,6,119,2177,5,54,1011
1418,5,92,1695,5,46,782
1419,7,269,4882,6,82,2221
1420,7,101,1879,6,58,892
1421,6,65,1540,5,47,633
1422,6,96,2153,6,55,901
1423,5,110,2282,5,53,981
1424,7,81,2092,6,53,790
1425,6,71,1512,5,46,654
1426,7,192,3747,5,65,1622
1427,8,87,1873,5,58,787
1428,5,180,3977,5,58,1578
1429,5,67,1499,5,40,606
1430,5,214,4011,5,64,1785
1431,5,110,2599,5,52,1020
1432,6,98,2209,5,53,908
1433,5,101,2264,5,51,939
1434,7,79,1668,6,53,728
1435,5,123,2547,5,55,1106
1436,7,75,1564,5,51,675
1437,6,178,3603,5,61,1521
1438,7,122,2510,5,63,1095
1439,5,45,799,5,33,374
1440,8,237,4970,6,83,2093
1441,5,59,1471,5,39,581
1442,5,140,2999,5,52,1253
1443,5,60,1515,5,37,550
1444,8,125,2981,6,66,1177
1445,5,119,2731,5,53,1063
1446,5,138,2933,5,55,1220
1447,6,144,3099,5,59,1271
1448,6,105,1671,5,51,842
1449,5,55,1419,5,39,549
1450,7,282,6654,5,88,2614
1451,5,131,2664,5,55,1145
1452,5,57,1313,5,36,532
1453,6,112,1983,5,56,952
1454,6,128,3390,5,61,1282
1455,6,258,5435,5,77,2246
1456,7,118,2006,5,58,975
1457,6,235,4945,5,74,2075
1458,7,241,5799,6,85,2284
1459,5,50,955,5,36,436
1460,8,114,2317,6,66,1008
1461,5,198,3829,5,58,1650
1462,5,143,3332,5,57,1323
1463,7,97,2175,5,57,900
1464,6,146,2727,6,57,1225
1465,5,123,2631,5,50,1103
1466,6,282,6101,5,79,2501
1467,6,173,3727,5,61,1515
1468,7,129,2701,5,67,1166
1469,5,77,2079,5,46,766
1470,5,100,2053,5,57,929
1471,6,86,2157,5,51,818
1472,5,250,5706,5,68,2221
1473,7,119,2496,5,57,1028
1474,5,183,4563,5,64,1741
1475,5,58,1357,5,37,528
1476,5,105,2546,5,51,976
1477,8,72,1561,6,55,666
1478,5,104,1674,5,46,838
1479,8,363,7251,6,100,3087
1480,7,231,5158,5,73,2062
1481,5,329,6282,5,82,2745
1482,6,78,1770,5,50,717
1483,6,124,2476,5,55,1070
1484,8,76,1480,5,56,670
1485,5,188,4493,5,61,1735
1486,5,127,2791,5,51,1150
1487,6,62,1216,6,42,552
1488,5,174,4111,5,59,1603
1489,5,198,4503,5,63,1775
1490,8,150,2926,5,68,1281
1491,6,124,2561,5,60,1118
1492,6,268,5356,5,72,2261
1493,6,113,1669,6,52,897
1494,5,291,5888,5,75,2527
1495,7,105,1802,6,57,887
1496,8,264,5330,6,89,2304
1497,7,133,2828,6,62,1166
1498,5,95,1591,5,45,786
1499,5,123,2748,5,55,1123
1500,6,235,4754,5,77,2033
1501,8,237,4507,6,80,1995
1502,7,77,1459,6,50,665
1503,6,84,1832,5,50,767
1504,5,121,2440,5,51,1068
1505,6,333,6618,5,85,2820
1506,5,54,1137,5,40,490
1507,5,194,4228,5,68,1750
1508,5,57,1143,5,38,510
1509,5,72,1687,5,41,665
1510,7,109,1954,5,61,919
1511,5,187,3599,5,60,1586
1512,5,86,1991,5,45,815
1513,5,73,1663,5,40,669
1514,6,296,6008,5,81,2543
1515,6,96,2106,5,53,874
1516,6,109,2479,5,55,1005
1517,6,104,2171,6,57,960
1518,6,226,5336,5,75,2056
1519,6,88,1829,5,48,785
1520,6,129,3058,5,58,1176
1521,6,64,1060,5,42,528
1522,7,93,2605,5,57,896
1523,5,178,3783,5,56,1526
1524,6,120,2898,5,56,1112
1525,5,141,3401,5,56,1294
1526,5,173,3054,5,50,1402
1527,6,157,3357,6,57,1359
1528,5,92,1873,5,43,789
1529,5,64,1286,5,40,578
1530,6,241,4416,5,70,2012
1531,7,67,1707,5,51,669
1532,5,76,1772,5,45,717
1533,6,183,3595,5,59,1553
1534,7,154,2916,6,66,1311
1535,6,84,1790,5,48,745
1536,7,144,3117,5,67,1285
1537,6,145,3029,5,60,1264
1538,5,86,1780,5,40,742
1539,5,149,3063,5,53,1309
1540,6,76,1620,5,45,652
1541,6,64,1491,6,45,613
1542,5,229,4756,5,67,1981
1543,6,83,1517,6,48,716
1544,5,158,3375,5,53,1382
1545,6,121,2505,5,56,1086
1546,6,145,3053,6,64,1290
1547,6,75,1541,5,47,668
1548,5,74,1808,5,46,731
1549,6,163,3341,5,64,1395
1550,7,345,7584,5,96,3088
1551,5,84,1876,5,44,764
1552,5,201,3994,5,57,1685
1553,6,140,3038,6,59,1233
1554,7,72,936,6,51,551
1555,5,88,1626,5,47,743
1556,6,319,6019,5,82,2669
1557,6,117,2440,6,58,1042
1558,5,69,1780,5,41,669
1559,7,111,2301,5,56,939
1560,5,96,1846,5,46,808
1561,6,101,2768,5,57,1018
1562,8,211,4675,7,80,1894
1563,7,267,5682,6,85,2387
1564,5,212,4192,5,61,1798
1565,6,128,2896,5,56,1155
1566,7,154,3192,5,61,1348
1567,6,83,1889,5,45,732
1568,6,175,3864,5,65,1578
1569,5,61,1298,5,37,553
1570,5,61,1541,5,37,574
1571,6,97,2003,5,48,833
1572,6,214,3923,5,66,1760
1573,5,54,1261,5,37,507
1574,5,255,4875,5,68,2113
1575,5,223,4412,5,63,1878
1576,5,198,3900,5,60,1696
1577,5,103,1937,5,50,889
1578,5,180,3805,5,56,1556
1579,5,136,2788,5,55,1203
1580,5,63,1734,5,37,629
1581,6,161,3344,5,60,1406
1582,5,140,2785,5,56,1205
1583,6,75,1543,5,47,680
1584,5,118,2283,5,50,1020
1585,6,216,4962,5,71,1948
1586,6,115,2538,5,54,1036
1587,6,110,2180,5,54,956
1588,5,87,1668,5,45,745
1589,5,124,2277,5,53,1046
1590,6,426,8947,5,99,3660
1591,5,173,3455,5,53,1487
1592,6,99,1950,5,54,867
1593,7,86,1936,7,59,803
1594,6,93,1976,6,49,828
1595,5,363,7621,5,88,3145
1596,7,180,3976,6,69,1635
1597,5,127,2600,5,52,1122
1598,5,150,3484,5,55,1401
1599,7,110,2124,5,54,947
1600,6,159,3501,5,59,1399
1601,6,65,1463,6,45,596
1602,7,84,1914,5,51,763
1603,5,206,4177,5,68,1795
1604,6,59,1260,5,42,528
1605,6,161,3879,5,64,1479
1606,5,64,1745,5,41,664
1607,5,278,5667,5,76,2414
1608,5,75,1778,5,41,705
1609,5,332,7111,5,83,2927
1610,5,96,2158,5,50,880
1611,5,209,4337,5,69,1867
1612,5,170,3236,5,57,1408
1613,5,137,2608,5,54,1172
1614,7,178,3906,6,67,1618
1615,7,126,2221,5,59,1038
1616,5,133,2503,5,48,1115
1617,6,72,1210,6,48,615
1618,7,218,4738,5,74,1904
1619,6,126,2758,6,56,1151
1620,5,105,2106,5,46,916
1621,5,248,5433,5,66,2182
1622,5,242,4821,5,64,2070
1623,6,113,2451,6,59,1034
1624,6,381,7694,5,88,3232
1625,6,74,1433,6,50,671
1626,5,48,916,5,34,423
1627,5,145,3293,5,59,1334
1628,6,202,4167,5,70,1763
1629,7,71,1363,6,50,608
1630,6,130,2278,5,57,1070
1631,5,183,3825,5,60,1600
1632,8,96,1794,5,57,807
1633,5,123,2989,5,52,1130
1634,7,154,3009,5,62,1315
1635,5,231,4878,5,64,1981
1636,6,99,1962,6,53,866
1637,6,183,4188,5,67,1650
1638,6,70,1300,6,47,627
1639,6,112,1880,5,54,918
1640,8,87,1596,6,57,749
1641,5,110,2644,5,52,1037
1642,5,97,1740,5,42,790
1643,5,56,1258,5,37,513
1644,5,78,1689,5,42,704
1645,6,94,2293,6,53,912
1646,5,82,1824,5,44,735
1647,5,107,2055,5,44,905
1648,6,55,1103,5,41,488
1649,7,110,2165,6,62,979
1650,5,97,2049,5,48,884
1651,6,146,3186,5,62,1323
1652,5,57,1377,5,38,536
1653,5,72,1765,5,43,694
1654,6,179,3960,5,66,1592
1655,5,119,2572,5,49,1073
1656,5,184,3369,5,52,1509
1657,6,155,3700,5,63,1474
1658,6,90,2325,5,50,882
1659,7,191,4648,5,72,1791
1660,5,63,1025,5,40,533
1661,5,58,1300,5,37,535
1662,5,59,1193,5,39,535
1663,5,105,2572,5,51,969
1664,5,91,2301,5,47,890
1665,6,145,3057,5,60,1251
1666,5,47,1017,5,32,422
1667,5,241,5117,5,68,2108
1668,6,132,2781,5,58,1157
1669,5,94,2030,5,48,852
1670,5,46,1012,5,34,427
1671,5,95,2389,5,50,922
1672,5,49,1203,5,35,466
1673,5,148,2839,5,51,1233
1674,5,73,1381,5,40,623
1675,6,64,1468,5,44,588
1676,6,129,2897,5,60,1195
1677,5,95,2330,5,46,893
1678,5,357,7300,5,85,3034
1679,6,81,1794,5,47,760
1680,6,121,2695,5,56,1108
1681,5,161,3868,5,60,1508
1682,6,158,2820,5,58,1297
1683,5,233,4887,5,61,2018
1684,5,71,1455,5,46,655
1685,5,65,1685,5,38,611
1686,5,151,3105,5,50,1312
1687,5,114,2267,5,49,990
1688,7,227,5142,7,86,2104
1689,5,122,2886,5,50,1119
1690,6,122,2844,6,65,1167
1691,5,203,3944,5,58,1715
1692,5,63,1381,5,39,575
1693,7,294,6315,5,84,2557
1694,5,113,2649,5,49,1048
1695,6,109,2363,5,55,990
1696,5,142,2374,5,49,1150
1697,6,196,3642,6,60,1632
1698,5,94,1660,5,45,776
1699,5,210,5032,5,70,1974
1700,6,143,3719,5,60,1412
1701,5,68,1212,5,39,579
1702,5,56,1132,5,36,491
1703,5,70,1309,5,41,596
1704,5,140,2721,5,52,1181
1705,5,153,3452,5,65,1406
1706,6,86,1626,5,49,727
1707,7,110,2232,5,55,961
1708,5,96,2212,5,44,865
1709,5,113,2242,5,47,984
1710,5,66,1421,5,41,606
1711,5,137,2743,5,62,1232
1712,5,52,1136,5,35,471
1713,6,185,3646,5,58,1585
1714,6,162,3006,5,63,1377
1715,8,105,2179,5,59,904
1716,5,187,3599,5,62,1592
1717,6,163,3536,5,66,1451
