Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
979,3,18,160,2,11,71
980,2,33,245,2,10,105
981,3,126,1199,3,23,454
982,2,45,370,2,10,144
983,4,65,989,2,22,286
984,4,32,225,3,14,109
985,3,25,236,2,12,91
986,2,18,120,2,8,63
987,2,91,838,2,16,299
988,2,51,555,2,15,188
989,3,21,213,2,11,74
990,2,83,838,2,17,295
991,5,34,472,2,16,135
992,2,28,295,2,11,112
993,3,26,315,2,12,100
994,3,43,517,2,15,169
995,3,46,431,2,13,156
996,3,22,237,2,12,87
997,3,16,148,2,10,65
998,2,12,74,2,7,41
999,2,11,147,2,7,46
1000,4,33,481,3,18,148
1001,3,52,696,2,18,218
1002,2,18,109,2,9,63
1003,3,23,312,2,13,99
1004,8,33,419,2,22,129
1005,2,61,633,2,16,219
1006,2,41,269,2,10,129
1007,2,11,219,2,7,55
1008,2,11,83,2,7,41
1009,2,19,249,2,10,86
1010,2,11,104,2,7,39
1011,4,17,137,2,12,65
1012,3,16,211,2,10,70
1013,3,17,281,3,14,93
1014,4,72,949,2,21,299
1015,2,104,839,2,17,337
1016,4,32,279,2,14,109
1017,2,27,256,2,9,96
1018,2,65,792,2,17,262
1019,5,47,347,3,19,164
1020,3,23,261,2,12,96
1021,4,45,336,3,15,141
1022,2,31,276,2,10,114
1023,4,20,149,2,13,77
1024,2,40,377,2,14,142
1025,5,35,321,3,19,136
1026,2,20,195,2,10,77
1027,3,50,537,2,16,185
1028,2,16,124,2,10,62
1029,3,40,381,2,14,140
1030,3,23,150,3,13,80
1031,2,28,313,2,9,104
1032,4,60,490,3,17,203
1033,2,23,192,2,9,79
1034,3,36,460,2,14,147
1035,3,20,208,2,10,81
1036,3,28,383,2,12,116
1037,2,19,164,2,9,74
1038,2,101,1028,2,17,341
1039,3,13,90,2,10,47
1040,2,13,95,2,8,47
1041,4,19,233,3,13,87
1042,3,82,634,2,17,263
1043,3,15,167,2,10,57
1044,2,34,292,2,11,118
1045,2,11,86,2,7,39
1046,2,90,840,2,16,296
1047,3,97,889,2,18,316
1048,2,12,71,2,6,37
1049,2,25,357,2,10,105
1050,2,25,199,2,9,91
1051,3,17,140,3,11,63
1052,3,15,84,2,10,50
1053,4,33,393,3,16,132
1054,2,42,269,2,11,133
1055,2,29,350,2,10,110
1056,3,15,121,2,10,57
1057,2,25,321,2,8,104
1058,2,48,556,2,15,183
1059,4,51,374,2,15,157
1060,3,38,285,2,12,123
1061,3,18,145,2,11,67
1062,3,13,147,2,11,55
1063,3,33,261,2,11,104
1064,2,21,384,2,10,96
1065,3,108,1062,2,22,373
1066,3,18,190,2,12,79
1067,2,23,302,2,10,97
1068,2,43,300,2,10,130
1069,2,47,341,2,11,143
1070,5,22,274,3,17,97
1071,2,19,194,2,9,71
1072,2,17,204,2,9,75
1073,2,124,1191,2,20,445
1074,3,51,515,2,17,193
1075,2,13,122,2,7,49
1076,4,56,765,3,22,244
1077,2,26,280,2,11,106
1078,2,14,105,2,10,62
1079,3,12,127,2,10,57
1080,3,16,131,2,10,59
1081,3,118,920,3,22,373
1082,2,87,818,2,15,286
1083,2,11,184,2,7,55
1084,2,76,676,2,14,251
1085,2,11,89,2,7,44
1086,3,30,261,2,12,102
1087,2,29,356,2,10,106
1088,2,85,783,2,16,279
1089,3,30,191,2,12,97
1090,3,19,217,2,11,75
1091,3,40,367,2,13,131
1092,2,23,231,2,11,90
1093,2,87,642,2,16,274
1094,4,88,799,2,20,291
1095,3,25,314,2,12,97
1096,3,14,162,2,10,61
1097,2,19,116,2,8,62
1098,3,13,285,2,10,71
1099,2,108,1014,2,20,362
1100,2,11,81,2,6,37
1101,2,77,929,2,19,304
1102,3,36,302,2,13,121
1103,3,23,204,3,12,88
1104,4,42,271,2,15,133
1105,3,51,552,2,18,195
1106,4,34,371,3,16,130
1107,2,81,723,2,15,266
1108,2,41,414,2,13,148
1109,4,28,258,2,14,100
1110,2,9,56,2,6,30
1111,3,12,170,2,10,62
1112,3,38,281,2,13,131
1113,3,15,165,2,10,61
1114,5,21,126,3,15,75
1115,2,38,341,2,12,135
1116,2,12,124,2,7,43
1117,2,13,209,2,9,64
1118,3,94,1159,2,24,371
1119,2,16,171,2,8,59
1120,2,24,198,2,11,85
1121,3,16,178,2,10,63
1122,3,47,327,2,13,152
1123,4,22,175,2,13,80
1124,2,54,623,2,15,211
1125,2,12,98,2,8,46
1126,3,93,916,2,18,310
1127,2,8,73,2,6,35
1128,3,17,117,3,12,65
1129,3,23,192,3,12,90
1130,2,53,636,2,14,209
1131,4,24,221,2,13,90
1132,2,9,50,2,6,29
1133,3,17,139,2,12,68
1134,3,22,235,2,10,79
1135,2,50,333,2,11,154
1136,2,18,106,2,8,57
1137,3,17,172,2,11,65
1138,2,14,243,2,8,71
1139,2,12,95,2,7,44
1140,2,18,303,2,10,87
1141,4,21,173,2,13,77
1142,3,12,108,2,10,48
1143,4,42,393,3,19,164
1144,6,27,197,3,17,97
1145,2,126,1195,2,19,446
1146,3,15,99,2,10,54
1147,2,22,203,2,9,76
1148,5,44,488,3,19,166
1149,2,15,134,2,8,58
1150,7,25,392,3,19,116
1151,5,98,806,3,25,324
1152,2,11,91,2,7,40
1153,2,13,135,2,9,63
1154,2,18,126,2,9,61
1155,3,100,981,2,19,331
1156,2,27,304,2,9,104
1157,2,143,1447,2,23,515
1158,4,24,301,3,15,104
1159,4,26,137,3,14,87
1160,2,20,165,2,8,74
1161,2,47,816,2,15,218
1162,2,15,96,2,7,46
1163,2,11,67,2,6,36
1164,2,19,171,2,9,71
1165,3,16,206,2,10,66
1166,7,37,438,3,22,150
1167,2,21,317,2,9,96
1168,2,20,291,2,9,86
1169,4,136,1334,2,26,492
1170,3,16,102,3,12,62
1171,2,21,316,2,9,91
1172,3,21,305,2,11,94
1173,2,42,404,2,13,146
1174,2,20,156,2,8,68
1175,2,19,240,2,9,75
1176,3,16,128,3,11,61
1177,2,26,213,2,10,89
1178,2,13,154,2,8,53
1179,2,43,507,2,14,172
1180,2,21,269,2,8,81
1181,2,27,343,2,9,109
1182,3,18,219,2,11,75
1183,2,27,355,2,11,108
1184,2,10,82,2,6,36
1185,2,74,668,2,15,245
1186,3,22,182,2,11,79
1187,3,29,206,2,11,89
1188,2,26,142,2,8,75
1189,3,35,346,2,14,127
1190,2,37,253,2,11,119
1191,4,17,244,2,12,74
1192,3,14,119,2,10,51
1193,2,40,412,2,12,140
1194,3,68,590,3,16,227
1195,2,14,120,2,7,52
1196,8,67,617,3,26,233
1197,5,43,409,2,17,146
1198,3,19,171,3,11,73
1199,2,50,541,2,15,192
1200,3,17,203,2,10,68
1201,2,60,790,2,18,240
1202,3,131,1262,2,24,475
1203,2,10,88,2,7,40
1204,3,21,149,3,11,73
1205,3,39,472,2,16,162
1206,2,32,357,2,10,117
1207,2,15,135,2,8,56
1208,2,9,78,2,7,38
1209,2,17,116,2,9,61
1210,2,13,110,2,7,47
1211,2,20,271,2,10,84
1212,2,87,1034,2,20,335
1213,2,18,157,2,7,57
1214,2,14,80,2,7,43
1215,2,20,154,2,10,74
1216,3,24,197,2,12,86
1217,2,10,165,2,7,48
1218,2,20,114,2,9,61
1219,3,102,999,2,20,341
1220,2,17,139,2,9,61
1221,2,33,314,2,10,110
1222,2,24,213,2,10,85
1223,2,127,1268,2,21,460
1224,3,31,235,2,13,103
1225,2,14,220,2,8,61
1226,2,11,140,2,7,47
1227,3,30,183,3,12,92
1228,2,74,637,2,15,246
1229,3,14,84,2,10,48
1230,2,10,170,2,7,48
1231,3,18,112,2,10,58
1232,3,87,719,2,18,280
1233,3,67,490,3,16,214
1234,3,40,364,3,17,155
1235,3,21,183,2,11,72
1236,2,87,806,2,15,284
1237,2,20,168,2,8,74
1238,2,143,1542,2,25,513
1239,2,64,776,2,16,255
1240,2,18,120,2,8,62
1241,2,18,121,2,7,56
1242,2,52,368,2,12,160
1243,2,82,680,2,17,266
1244,2,21,270,2,10,83
1245,2,11,79,2,7,40
1246,3,55,515,3,15,199
1247,2,19,215,2,8,71
1248,2,160,1448,2,24,517
1249,3,30,229,2,12,108
1250,2,14,159,2,8,57
1251,2,10,123,2,6,39
1252,3,16,245,3,12,77
1253,2,12,69,2,7,41
1254,2,34,360,2,11,122
1255,4,30,222,3,15,107
1256,4,18,117,2,13,63
1257,3,24,224,2,12,87
1258,3,24,389,2,12,103
1259,2,18,169,2,10,72
1260,3,19,161,2,10,65
1261,2,11,64,2,6,34
1262,2,34,265,2,9,102
1263,2,49,340,2,12,152
1264,5,46,541,2,19,175
1265,4,16,177,2,12,68
1266,3,16,164,3,11,70
1267,3,26,293,2,13,104
1268,2,10,191,2,7,51
1269,3,13,87,2,10,49
1270,3,16,159,2,10,60
1271,2,41,627,2,15,181
1272,2,11,68,2,7,36
1273,2,12,112,2,7,46
1274,3,28,219,2,13,95
1275,3,122,1060,2,21,389
1276,2,41,261,2,10,127
1277,2,15,122,2,9,64
1278,3,24,298,2,12,98
1279,3,125,1241,2,22,458
1280,2,36,336,2,11,120
1281,2,35,520,2,12,146
1282,2,12,185,2,8,54
1283,2,10,67,2,6,33
1284,2,21,235,2,8,74
1285,4,23,171,2,12,76
1286,2,16,78,2,8,49
1287,2,16,201,2,8,61
1288,2,42,289,2,10,134
1289,2,27,239,2,10,99
1290,3,24,202,2,12,87
1291,2,82,690,2,15,263
1292,3,35,458,2,14,148
1293,2,64,502,2,13,207
1294,3,11,273,2,10,63
1295,2,38,366,2,11,127
1296,2,10,240,2,7,54
1297,5,39,455,2,17,153
1298,2,13,188,2,8,58
1299,2,11,96,2,7,38
1300,2,42,399,2,11,145
1301,2,15,82,2,9,54
1302,2,25,170,2,10,87
1303,4,27,243,2,13,94
1304,4,125,1074,2,23,398
1305,2,30,249,2,11,106
1306,3,75,803,2,20,274
1307,4,37,287,2,15,126
1308,2,13,96,2,8,49
1309,2,121,1198,2,19,437
1310,4,57,753,3,22,247
1311,3,23,239,2,14,93
1312,3,19,169,2,10,66
1313,2,11,81,2,7,40
1314,2,34,310,2,11,121
1315,2,34,272,2,10,118
1316,3,68,491,2,15,213
1317,3,34,352,2,13,124
1318,2,47,594,2,15,186
1319,2,21,153,2,8,67
1320,2,81,677,2,15,259
1321,2,13,188,2,7,55
1322,2,17,121,2,8,57
1323,2,52,510,2,12,183
1324,2,11,124,2,6,41
1325,2,24,312,2,10,99
1326,2,87,836,2,15,287
1327,2,31,348,2,10,116
1328,2,13,204,2,7,63
1329,2,16,122,2,9,62
1330,3,16,148,2,10,64
1331,3,20,274,2,12,88
1332,2,16,126,2,8,59
1333,2,14,134,2,8,54
1334,3,19,129,3,11,66
1335,3,84,814,2,18,281
1336,3,19,198,2,10,70
1337,2,25,208,2,9,89
1338,2,34,358,2,10,117
1339,2,10,200,2,7,54
1340,2,13,85,2,8,49
1341,2,29,304,2,10,112
1342,2,44,286,2,10,136
1343,2,66,801,2,16,262
1344,2,9,167,2,7,45
1345,2,37,249,2,11,121
1346,2,17,121,2,8,61
1347,2,16,95,2,7,49
1348,2,20,235,2,11,91
1349,4,98,841,2,22,321
1350,2,15,147,2,7,51
1351,3,75,888,3,20,299
1352,2,45,341,2,12,143
1353,3,41,392,2,13,143
1354,2,12,165,2,8,55
1355,2,64,462,2,12,199
1356,2,10,49,2,6,32
1357,2,82,761,2,15,269
1358,3,100,1051,2,22,353
1359,3,125,1201,2,22,450
1360,2,45,298,2,12,133
1361,2,21,226,2,9,77
1362,2,82,755,2,15,269
1363,2,30,414,2,10,118
1364,3,40,489,2,14,157
1365,2,18,343,2,8,83
1366,4,30,205,2,13,94
1367,2,10,188,2,6,48
1368,2,15,154,2,8,60
1369,2,66,533,2,13,213
1370,3,32,290,2,14,113
1371,2,23,321,2,10,94
1372,2,13,150,2,7,47
1373,4,18,161,3,13,72
1374,2,13,132,2,8,53
1375,2,64,780,2,16,257
1376,3,29,209,2,13,95
1377,2,18,119,2,8,60
1378,2,35,331,2,10,114
1379,2,10,73,2,7,36
1380,2,55,646,2,14,216
1381,3,15,164,2,11,68
1382,2,26,201,2,9,92
1383,2,52,652,2,13,209
1384,3,22,202,2,10,77
1385,4,20,263,2,13,83
1386,3,16,140,3,11,66
1387,2,38,366,2,12,139
1388,2,112,1076,2,19,368
1389,2,19,121,2,8,63
1390,2,24,203,2,10,89
1391,2,11,168,2,7,50
1392,2,10,54,2,7,34
1393,3,19,138,2,11,66
1394,2,18,145,2,8,62
1395,2,25,184,2,9,83
1396,2,111,1016,2,19,365
1397,2,16,93,2,7,49
1398,2,16,108,2,8,52
1399,4,19,169,3,15,75
1400,2,50,566,2,14,185
1401,3,84,761,2,18,278
1402,3,85,735,2,18,280
1403,2,64,645,2,15,226
1404,3,15,120,2,10,57
1405,4,17,201,3,13,73
1406,2,54,791,2,17,232
1407,3,13,68,2,10,43
1408,2,13,59,2,7,38
1409,2,32,323,2,11,116
1410,2,124,1185,2,19,440
1411,2,70,819,2,17,276
1412,2,9,225,2,6,50
1413,2,48,685,2,15,206
1414,2,65,840,2,17,268
1415,2,14,132,2,8,54
1416,3,49,681,2,18,210
1417,3,52,445,2,17,173
1418,2,66,595,2,14,229
1419,2,40,272,2,10,121
1420,2,17,151,2,8,63
1421,2,11,134,2,7,45
1422,2,27,215,2,9,91
1423,2,10,70,2,7,35
1424,3,45,322,2,13,145
1425,2,23,181,2,10,80
1426,2,13,180,2,8,57
1427,5,28,277,2,16,112
1428,3,72,853,3,20,286
1429,2,50,459,2,13,169
1430,2,16,85,2,7,48
1431,2,38,540,2,13,156
1432,2,26,211,2,9,90
1433,3,13,148,2,10,53
1434,5,41,406,3,17,150
1435,2,22,288,2,9,86
1436,2,18,180,2,9,70
1437,2,146,1361,2,23,514
1438,2,124,1188,2,20,443
1439,3,20,127,2,10,64
1440,3,21,234,2,10,81
1441,2,58,751,2,16,229
1442,3,23,141,2,12,74
1443,3,128,1253,2,22,462
1444,2,127,1216,2,20,455
1445,2,45,287,2,11,138
1446,3,136,1257,3,24,482
1447,2,13,190,2,8,56
1448,2,24,240,2,8,90
1449,3,92,842,2,18,303
1450,2,11,110,2,7,46
1451,2,44,374,2,11,141
1452,2,42,269,2,10,130
1453,2,12,110,2,7,45
1454,3,23,140,2,10,72
1455,2,14,213,2,7,60
1456,2,11,94,2,7,43
1457,3,16,190,2,10,64
1458,3,14,149,2,10,61
1459,4,17,217,2,13,75
1460,3,16,246,2,10,69
1461,2,91,862,2,16,299
1462,2,20,124,2,8,63
1463,3,11,208,2,10,55
1464,3,24,204,2,10,87
1465,2,21,276,2,8,84
1466,2,13,115,2,7,48
1467,2,9,122,2,7,39
1468,2,50,425,2,11,169
1469,2,89,855,2,15,292
1470,2,14,242,2,7,65
1471,3,48,495,2,17,180
1472,2,25,249,2,9,91
1473,2,42,397,2,15,164
1474,2,12,155,2,8,52
1475,2,12,209,2,8,57
1476,2,9,120,2,6,35
1477,4,99,848,3,23,329
1478,2,89,859,2,16,297
1479,3,18,147,2,10,68
1480,2,85,709,2,16,271
1481,3,105,954,2,21,343
1482,2,14,125,2,8,54
1483,2,9,125,2,6,43
1484,2,16,236,2,8,70
1485,2,30,275,2,11,103
1486,2,9,45,2,6,29
1487,2,13,97,2,7,46
1488,2,34,331,2,10,115
1489,2,13,104,2,7,43
1490,2,53,568,2,15,193
1491,3,45,308,3,14,142
1492,3,31,327,2,12,113
1493,2,13,129,2,8,51
1494,2,67,811,2,17,266
1495,2,11,129,2,8,50
1496,2,123,1203,2,20,441
1497,2,13,93,2,7,43
1498,2,82,684,2,15,262
1499,2,35,385,2,13,144
1500,4,16,162,2,12,64
1501,2,55,573,2,16,203
1502,2,70,563,2,14,228
1503,2,16,143,2,9,64
1504,3,17,132,2,10,61
1505,2,15,241,2,8,69
1506,2,46,530,2,13,172
1507,2,82,712,2,16,265
1508,2,17,163,2,8,63
1509,2,11,144,2,7,44
1510,2,66,790,2,16,261
1511,2,24,211,2,9,86
1512,2,18,152,2,9,60
1513,2,22,208,2,9,75
1514,2,37,446,2,12,150
1515,2,42,474,2,11,152
1516,2,12,123,2,7,48
1517,3,18,120,2,10,60
1518,2,11,175,2,6,47
1519,2,8,48,2,6,30
1520,2,12,101,2,7,44
1521,2,11,143,2,6,44
1522,2,21,153,2,9,75
1523,3,15,214,2,10,67
1524,4,89,759,2,20,287
1525,2,36,415,2,12,143
1526,2,18,191,2,9,72
1527,2,107,1032,2,20,356
1528,2,47,437,2,13,158
1529,3,49,349,2,13,150
1530,2,14,210,2,8,64
1531,2,9,60,2,6,32
1532,2,16,130,2,8,58
1533,2,32,240,2,12,107
1534,2,38,495,2,12,152
1535,2,16,211,2,8,66
1536,2,9,152,2,6,41
1537,3,15,98,2,10,53
1538,2,20,206,2,9,71
1539,2,30,311,2,9,106
1540,2,12,100,2,7,41
1541,2,121,1181,2,19,436
1542,2,24,236,2,10,88
1543,2,149,1578,2,25,547
1544,2,14,217,2,8,61
1545,3,28,217,2,12,104
1546,4,16,218,2,12,71
1547,2,124,1208,2,20,446
1548,2,14,156,2,7,52
1549,3,12,72,2,10,41
1550,2,16,98,2,7,50
1551,2,42,448,2,13,153
1552,2,14,101,2,7,46
1553,2,44,485,2,15,169
1554,2,58,628,2,13,214
1555,2,42,293,2,11,130
1556,2,19,383,2,10,96
1557,2,47,681,2,16,205
1558,2,11,179,2,6,47
1559,2,47,333,2,11,143
1560,2,13,107,2,7,45
1561,2,19,170,2,8,71
1562,3,14,161,2,10,59
1563,2,18,269,2,11,86
1564,2,37,284,2,12,122
1565,2,16,114,2,10,67
1566,2,84,579,2,14,251
1567,2,46,687,2,15,202
1568,2,8,87,2,6,32
1569,2,12,167,2,6,48
1570,2,37,495,2,13,148
1571,2,84,845,2,17,298
1572,2,12,108,2,8,49
1573,2,95,890,2,16,316
1574,2,59,495,2,12,196
1575,2,90,845,2,16,297
1576,2,12,90,2,7,42
1577,3,24,237,2,12,89
1578,2,9,118,2,7,39
1579,2,12,105,2,7,42
1580,2,89,836,2,16,294
1581,3,46,442,2,15,157
1582,2,123,1181,2,19,439
1583,2,47,667,2,15,202
1584,2,24,294,2,8,92
1585,3,29,219,2,11,96
1586,2,55,582,2,14,196
1587,2,17,145,2,7,56
1588,2,122,1230,2,19,445
1589,2,13,83,2,7,42
1590,2,12,193,2,7,53
1591,3,17,169,2,10,63
1592,2,42,354,2,10,134
1593,3,124,1236,2,22,449
1594,2,12,174,2,8,57
1595,2,11,173,2,7,48
1596,2,16,135,2,10,64
1597,2,12,148,2,7,49
1598,2,138,1550,2,25,524
1599,2,61,802,2,17,246
1600,2,12,76,2,7,40
1601,2,19,179,2,8,67
1602,2,13,150,2,6,49
1603,2,20,196,2,9,82
1604,4,15,135,2,12,57
1605,2,14,69,2,8,43
1606,2,17,158,2,8,64
1607,3,18,214,2,10,72
1608,2,34,211,2,9,97
1609,2,36,322,2,10,116
1610,2,25,209,2,9,93
1611,2,142,1366,2,23,507
1612,3,57,540,2,14,200
1613,2,18,230,2,9,76
1614,2,21,166,2,10,76
1615,2,17,237,2,7,65
1616,2,10,132,2,7,44
1617,3,15,161,2,10,57
1618,3,50,550,2,14,183
1619,2,10,103,2,7,44
1620,2,125,1280,2,19,451
1621,2,42,399,2,11,145
1622,3,16,200,2,10,68
1623,3,38,332,2,14,133
1624,2,24,230,2,11,92
1625,2,18,308,2,8,80
1626,2,31,426,2,12,122
1627,2,153,1406,2,23,529
1628,2,11,70,2,7,41
1629,3,180,1924,2,31,672
1630,2,14,188,2,7,59
1631,2,43,283,2,11,133
1632,3,30,377,2,15,125
1633,2,18,308,2,8,81
1634,2,58,657,2,16,214
1635,2,26,293,2,11,107
1636,2,34,308,2,9,107
1637,2,8,79,2,6,35
1638,2,12,101,2,7,44
1639,2,147,1444,2,24,528
1640,2,10,120,2,7,46
1641,2,10,97,2,6,39
1642,2,18,138,2,11,73
1643,2,44,375,2,13,158
1644,2,12,65,2,8,41
1645,2,8,70,2,6,31
1646,4,14,70,2,12,49
1647,2,14,76,2,7,46
1648,2,16,221,2,8,69
1649,2,23,199,2,9,81
1650,2,11,104,2,6,39
1651,2,34,313,2,11,120
1652,2,11,112,2,6,42
1653,2,125,1272,2,22,426
1654,2,11,71,2,7,38
1655,3,51,626,2,20,214
1656,2,8,90,2,6,34
1657,2,10,74,2,7,36
1658,2,14,113,2,7,50
1659,3,13,79,2,10,44
1660,2,11,67,2,7,38
1661,3,48,411,2,13,159
1662,3,19,158,2,11,67
1663,2,16,342,2,9,80
1664,2,48,549,2,14,179
1665,2,9,44,2,6,28
1666,2,68,864,2,19,282
1667,2,21,140,2,9,69
1668,2,12,98,2,6,42
1669,2,11,194,2,7,54
1670,2,13,201,2,8,59
1671,2,8,151,2,6,39
1672,2,11,108,2,8,49
1673,2,26,196,2,9,95
1674,2,17,203,2,10,74
1675,2,11,60,2,7,37
1676,2,102,945,2,18,335
1677,2,23,198,2,10,79
1678,2,8,59,2,6,32
1679,2,88,724,2,16,278
1680,2,24,331,2,11,113
1681,2,27,232,2,11,94
1682,2,9,73,2,6,32
1683,2,21,113,2,7,61
1684,2,10,51,2,7,35
1685,2,15,106,2,8,49
1686,2,37,464,2,13,146
1687,2,86,901,2,18,312
1688,2,29,268,2,10,103
1689,2,20,168,2,8,65
1690,2,14,90,2,7,47
1691,3,14,290,3,11,74
1692,2,14,108,2,7,48
1693,2,11,210,2,8,54
1694,2,20,134,2,9,63
1695,3,47,525,2,13,171
1696,3,12,119,2,10,51
1697,2,49,597,2,14,184
1698,2,20,225,2,9,78
1699,6,59,605,2,24,220
1700,2,40,458,2,13,149
1701,2,65,472,2,13,205
1702,2,108,1069,2,18,360
1703,2,25,191,2,10,83
1704,2,34,334,2,13,134
1705,2,8,56,2,6,28
1706,2,14,185,2,8,59
1707,3,125,1223,2,22,449
1708,2,8,97,2,6,33
1709,2,20,160,2,9,67
1710,3,36,353,2,13,128
1711,2,16,178,2,9,63
1712,2,17,110,2,8,54
1713,4,20,236,2,12,78
1714,2,14,225,2,7,59
1715,2,31,435,2,12,126
1716,2,81,723,2,15,263
1717,2,76,875,2,17,284
1718,2,9,108,2,6,36
1719,2,32,359,2,10,119
1720,3,22,180,2,11,79
1721,2,17,138,2,7,61
1722,2,92,864,2,16,301
1723,2,29,312,2,11,109
1724,2,97,790,2,17,303
1725,2,74,839,2,18,288
1726,2,12,66,2,7,41
1727,2,24,138,2,8,74
1728,2,18,138,2,8,67
1729,2,34,365,2,11,120
1730,2,9,93,2,6,34
1731,2,10,62,2,7,36
1732,2,27,238,2,10,96
1733,3,14,141,2,10,57
1734,2,14,81,2,6,43
1735,2,89,733,2,16,282
1736,3,34,342,2,12,118
1737,2,36,333,2,10,119
1738,2,38,455,2,12,144
1739,2,30,390,2,11,120
1740,2,8,65,2,6,31
1741,3,14,134,2,10,57
1742,2,13,79,2,7,45
1743,3,11,168,2,10,53
1744,2,11,134,2,7,50
1745,2,57,493,2,12,191
1746,2,14,171,2,8,55
1747,2,9,46,2,6,30
1748,2,123,1226,2,20,447
1749,2,35,361,2,12,130
1750,2,17,204,2,8,67
1751,2,12,156,2,7,49
1752,3,69,514,2,15,219
1753,2,30,162,2,8,83
1754,2,12,208,2,7,55
1755,2,24,294,2,8,92
1756,2,19,272,2,9,84
1757,2,11,101,2,6,39
1758,2,30,172,2,8,86
1759,2,122,1223,2,19,446
1760,2,15,124,2,7,49
1761,2,9,52,2,6,28
1762,2,16,108,2,7,50
1763,2,36,353,2,10,121
1764,3,19,172,2,10,69
1765,2,26,285,2,10,93
1766,2,13,115,2,8,53
1767,3,17,186,2,10,69
1768,2,8,88,2,6,37
1769,2,12,82,2,8,46
1770,2,23,218,2,9,80
1771,3,18,114,2,10,57
1772,2,9,55,2,6,32
1773,2,12,102,2,7,47
1774,2,15,98,2,7,49
1775,2,12,78,2,7,42
1776,2,14,112,2,7,53
1777,2,25,173,2,9,78
1778,2,154,1396,2,23,535
1779,2,33,227,2,10,107
1780,2,11,174,2,7,49
1781,2,8,160,2,6,39
1782,2,9,66,2,6,34
1783,3,17,205,2,10,66
1784,3,13,147,2,10,57
1785,2,14,96,2,6,45
1786,2,11,153,2,8,49
1787,2,14,241,2,9,74
1788,2,39,365,2,12,134
1789,2,23,196,2,9,79
1790,2,10,159,2,6,43
1791,2,22,298,2,9,86
1792,2,19,188,2,9,75
1793,2,18,215,2,8,75
1794,2,10,52,2,7,33
1795,2,62,576,2,12,207
1796,2,23,169,2,8,80
1797,2,15,110,2,9,55
1798,3,21,254,2,11,83
1799,2,17,157,2,9,67
1800,2,20,153,2,9,69
1801,2,41,396,2,13,142
1802,2,9,103,2,6,35
1803,2,10,50,2,6,30
1804,2,14,245,2,8,72
1805,2,10,161,2,7,47
1806,2,103,956,2,19,340
1807,2,30,255,2,11,110
1808,2,59,495,2,12,196
1809,2,20,230,2,9,80
1810,2,8,63,2,6,30
1811,2,15,237,2,9,68
1812,2,11,99,2,7,44
1813,2,18,173,2,8,64
1814,2,121,1204,2,19,437
1815,2,43,374,2,12,144
1816,2,42,280,2,10,126
1817,2,13,156,2,7,49
1818,2,41,347,2,10,136
1819,2,88,732,2,16,278
1820,2,16,266,2,8,75
1821,2,39,370,2,12,139
1822,2,10,121,2,6,39
1823,2,51,461,2,11,174
1824,2,11,194,2,7,52
1825,2,14,134,2,9,58
1826,2,24,173,2,8,73
1827,2,14,93,2,7,45
1828,2,38,460,2,13,146
1829,2,14,120,2,9,55
1830,3,34,347,2,12,117
1831,2,82,707,2,16,265
1832,2,13,181,2,8,60
1833,2,8,111,2,6,34
1834,2,18,98,2,9,56
1835,2,12,86,2,7,43
1836,2,27,260,2,9,97
1837,3,15,195,2,10,63
1838,2,12,151,2,7,52
1839,2,11,140,2,9,52
1840,2,43,461,2,15,164
1841,2,43,314,2,10,132
1842,2,19,144,2,8,63
1843,2,20,156,2,8,65
1844,2,18,177,2,9,70
1845,2,14,79,2,9,53
1846,2,16,181,2,7,66
1847,2,19,186,2,9,69
1848,2,13,109,2,8,48
1849,2,31,324,2,10,111
1850,2,10,67,2,7,37
1851,3,27,219,2,12,96
1852,2,17,142,2,7,58
1853,2,22,248,2,10,93
1854,2,91,831,2,16,298
1855,2,15,122,2,9,58
1856,2,14,117,2,7,52
1857,2,40,268,2,10,121
1858,2,23,222,2,8,78
1859,2,63,476,2,13,202
1860,2,12,206,2,8,59
1861,2,13,159,2,8,56
1862,2,8,34,2,6,26
1863,2,12,215,2,6,51
1864,2,29,465,2,9,119
1865,2,10,229,2,7,57
1866,2,12,59,2,7,39
1867,2,13,155,2,7,52
1868,2,26,186,2,11,89
1869,2,45,507,2,15,174
1870,2,13,125,2,7,46
1871,2,29,321,2,9,105
1872,2,16,219,2,8,68
1873,2,10,76,2,7,39
1874,2,14,186,2,8,57
1875,2,54,478,2,12,186
1876,2,13,98,2,8,46
1877,2,9,59,2,7,33
1878,2,33,307,2,10,110
1879,2,21,177,2,9,74
1880,2,12,57,2,6,36
1881,2,12,106,2,7,46
1882,2,9,106,2,6,39
1883,2,12,122,2,8,52
1884,3,138,1109,2,23,435
1885,2,20,288,2,9,83
1886,2,9,173,2,6,44
1887,2,26,225,2,10,94
1888,2,8,145,2,6,38
1889,2,32,292,2,12,116
1890,2,12,104,2,7,45
1891,2,20,254,2,9,77
1892,2,8,58,2,6,32
1893,2,20,170,2,9,70
1894,2,32,384,2,11,118
1895,2,12,89,2,7,44
1896,2,10,135,2,7,47
1897,2,30,165,2,8,83
1898,2,22,344,2,11,101
1899,2,10,56,2,7,33
1900,2,17,129,2,8,59
1901,2,53,633,2,14,213
1902,2,12,196,2,7,57
1903,2,16,129,2,8,60
1904,2,44,433,2,11,148
1905,2,53,711,2,16,221
1906,2,12,181,2,8,56
1907,2,13,108,2,6,48
