Node,WiD1,WiD2,WiD3
1461,14,462,17383
1462,12,457,17397
1463,12,466,16323
1464,11,394,14491
1465,12,515,18757
1466,12,480,18569
1467,12,230,8744
1468,10,467,17175
1469,11,423,15130
1470,16,252,8265
1471,10,559,21316
1472,10,319,12676
1473,12,440,16339
1474,12,282,10871
1475,11,392,14967
1476,13,311,10973
1477,12,509,19808
1478,13,331,12901
1479,12,268,9973
1480,13,434,16430
1481,10,377,14062
1482,13,356,14215
1483,12,510,20854
1484,11,373,13512
1485,11,882,32982
1486,12,406,15256
1487,13,589,22250
1488,13,600,23536
1489,10,309,11612
1490,11,555,20664
1491,10,671,24891
1492,11,472,16770
1493,10,399,14804
1494,11,283,10274
1495,10,257,9151
1496,12,689,26199
1497,10,659,24105
1498,12,339,13086
1499,13,587,21915
1500,11,331,13492
1501,13,319,12257
1502,10,445,16589
1503,11,457,17102
1504,11,539,18674
1505,13,529,19789
1506,11,388,13944
1507,12,690,25984
1508,13,442,17115
1509,10,276,10302
1510,12,398,14437
1511,10,397,15463
1512,14,387,13312
1513,10,345,13369
1514,10,386,15454
1515,13,375,14534
1516,13,461,18959
1517,11,366,13372
1518,11,343,13130
1519,10,390,15318
1520,12,510,18154
1521,13,629,22137
1522,10,366,12173
1523,11,722,27539
1524,12,666,25370
1525,13,661,25996
1526,11,395,13983
1527,10,403,14951
1528,13,358,13315
1529,11,438,15937
1530,11,403,14759
1531,11,657,24661
1532,10,388,13258
1533,11,263,8871
1534,15,541,20814
1535,12,478,18264
1536,11,572,22621
1537,10,596,22527
1538,11,540,20901
1539,11,272,10526
1540,12,445,17000
1541,11,784,28502
1542,10,384,14187
1543,12,548,20797
1544,11,544,21223
1545,11,552,21115
1546,14,688,26357
1547,11,214,8133
1548,12,458,17095
1549,10,308,10762
1550,12,291,9880
1551,10,373,13333
1552,12,648,24764
1553,11,284,11314
1554,12,482,18750
1555,12,372,13518
1556,12,610,23437
1557,11,423,15422
1558,10,296,12118
1559,12,396,14499
1560,10,444,17770
1561,12,327,11263
1562,13,747,26357
1563,11,363,13510
1564,10,525,20009
1565,10,556,21953
1566,15,563,20522
1567,13,737,27646
1568,10,342,12707
1569,10,363,13173
1570,11,564,21255
1571,12,463,16824
1572,11,585,22251
1573,13,434,16496
1574,13,261,9539
1575,10,534,19780
1576,11,372,13471
1577,10,757,27639
1578,11,505,19599
1579,12,702,26158
1580,10,392,15160
1581,10,326,11536
1582,11,375,13905
1583,12,610,24067
1584,13,471,18657
1585,10,355,12915
1586,10,238,9357
1587,12,236,8323
1588,10,347,12965
1589,12,821,31475
1590,11,604,23525
1591,12,350,13641
1592,13,400,14851
1593,11,325,12033
1594,10,330,13398
1595,13,396,14234
1596,12,528,20109
1597,10,303,11554
1598,11,425,15418
1599,10,249,8896
1600,12,361,14357
1601,10,605,22915
1602,12,322,13004
1603,12,533,19686
1604,10,295,10833
1605,10,400,14064
1606,11,446,17109
1607,11,368,14552
1608,12,380,14581
1609,10,316,12148
1610,10,574,22716
1611,12,408,15479
1612,10,420,15644
1613,10,281,10281
1614,11,641,23868
1615,11,520,20477
1616,11,605,22515
1617,12,312,12215
1618,10,369,13847
1619,11,623,23470
1620,12,342,14038
1621,11,608,23180
1622,10,216,8149
1623,10,557,20423
1624,11,553,21306
1625,13,692,25240
1626,13,560,20656
1627,10,433,16699
1628,11,321,11896
1629,10,376,13390
1630,10,541,20623
1631,13,448,16707
1632,10,229,8778
1633,10,457,15892
1634,12,331,12618
1635,11,508,18608
1636,11,631,23616
1637,11,687,26771
1638,10,383,14423
1639,11,394,14285
1640,12,498,19604
1641,10,472,17434
1642,10,536,19387
1643,10,458,16648
1644,11,547,20667
1645,12,337,12698
1646,10,572,21831
1647,10,430,15024
1648,11,551,20693
1649,11,308,11783
1650,10,361,13372
1651,11,448,16336
1652,10,343,13356
1653,12,306,11159
1654,10,343,12889
1655,10,261,10018
1656,12,458,16413
1657,11,267,9511
1658,11,383,15572
1659,10,424,16944
1660,10,451,15825
1661,11,550,21278
1662,11,396,14258
1663,10,424,15552
1664,10,719,24884
1665,11,402,15230
1666,12,601,23001
1667,10,431,16997
1668,11,276,11171
1669,12,460,17074
1670,10,384,14460
1671,12,230,8320
1672,12,270,9075
1673,10,628,22830
1674,12,331,11974
1675,13,495,19603
1676,11,581,21077
1677,10,383,15063
1678,11,585,22529
1679,10,426,15135
1680,11,341,12606
1681,10,463,17074
1682,10,383,15672
1683,15,549,20414
1684,10,697,25170
1685,11,340,12553
1686,10,219,8547
1687,12,327,12883
1688,10,270,9760
1689,10,648,25684
1690,10,312,11822
1691,11,597,21170
1692,13,364,13173
1693,11,513,18456
1694,11,263,10743
1695,10,304,10689
1696,10,520,17732
1697,11,473,17546
1698,10,692,27208
1699,10,294,10930
1700,11,465,18228
1701,10,331,12658
1702,11,336,12640
1703,10,574,21755
1704,10,501,19163
1705,11,216,8496
1706,11,459,17474
1707,10,355,13323
1708,11,336,13419
1709,10,384,12948
1710,10,468,17084
1711,11,319,11015
1712,12,322,12180
1713,10,596,22058
1714,10,458,17899
1715,11,441,16453
1716,10,424,16006
1717,12,589,21369
1718,10,331,12939
1719,10,549,20698
1720,11,421,15579
1721,10,286,10473
1722,11,490,18785
1723,10,365,14473
1724,10,343,14013
1725,11,326,12759
1726,11,496,18371
1727,10,227,9142
1728,10,525,20441
1729,11,702,27965
1730,10,401,15882
1731,10,638,25341
1732,10,462,16745
1733,13,518,18098
1734,10,239,8774
1735,10,345,12225
1736,10,669,25449
1737,10,392,14359
1738,11,447,17047
1739,11,317,11107
1740,11,417,17126
1741,10,340,12616
1742,10,679,26278
1743,11,343,12018
1744,11,212,6795
1745,11,322,11758
1746,10,260,9620
1747,10,386,14119
1748,10,342,12737
1749,10,403,14234
1750,10,555,21891
1751,11,426,14775
1752,12,401,14754
1753,10,296,10712
1754,10,240,9355
1755,10,230,8625
1756,11,449,15566
1757,11,313,12280
1758,11,334,12614
1759,10,275,11398
1760,11,342,13013
1761,10,486,18290
1762,10,247,8845
1763,10,536,19394
1764,11,536,20183
1765,11,408,16322
1766,10,267,9732
1767,10,543,20310
1768,10,554,20565
1769,13,578,21657
1770,10,395,14625
1771,11,399,14052
1772,11,403,13526
1773,10,365,14811
1774,10,756,28927
1775,11,534,19127
1776,10,248,9458
1777,11,424,15616
1778,10,550,20849
1779,10,382,13443
1780,12,701,26986
1781,11,619,23033
1782,10,364,13785
1783,11,464,17725
1784,10,525,18632
1785,10,312,11574
1786,10,228,9035
1787,10,526,18819
1788,10,154,5643
1789,11,502,19774
1790,13,399,15663
1791,10,344,12295
1792,11,240,8923
1793,10,380,13586
1794,10,411,15209
1795,10,233,7619
1796,11,461,17471
1797,10,624,24560
1798,10,260,10472
1799,10,224,8452
1800,10,391,14986
1801,10,594,23898
1802,10,884,32692
1803,10,500,19383
1804,10,538,19881
1805,10,306,10740
1806,10,629,23834
1807,12,524,21322
1808,11,487,18390
1809,10,585,21847
1810,10,329,11767
1811,11,543,19687
1812,10,494,19552
1813,10,397,14639
1814,10,750,27709
1815,11,757,29180
1816,11,501,20041
1817,13,549,20086
1818,10,595,22781
1819,11,461,16788
1820,10,339,12556
1821,10,265,10342
1822,11,375,13694
1823,10,401,14894
1824,10,226,8931
1825,10,397,14819
1826,10,338,13434
1827,11,179,6774
1828,10,223,6835
1829,10,529,20161
1830,10,311,11413
1831,10,364,12971
1832,10,383,13897
1833,12,280,9005
1834,10,442,16349
1835,10,497,18196
1836,10,443,16445
1837,11,446,17052
1838,11,531,19798
1839,10,420,15215
1840,11,651,24709
1841,10,650,25444
1842,10,469,16393
1843,11,447,15993
1844,11,505,19371
1845,11,446,15797
1846,11,765,30853
1847,10,315,11106
1848,10,308,12118
1849,10,344,12809
1850,11,428,16840
1851,11,283,10941
1852,10,576,21275
1853,10,321,10938
1854,11,335,12983
1855,10,584,21685
1856,10,396,15064
1857,11,403,14940
1858,10,360,13835
1859,10,247,9719
1860,10,412,14789
1861,10,563,21772
1862,10,557,21311
1863,10,456,17085
1864,10,372,12708
1865,10,304,11300
1866,11,277,9343
1867,10,373,13238
1868,10,374,13145
1869,10,297,11641
1870,11,287,11220
1871,10,454,17423
1872,10,449,17949
1873,10,358,12978
1874,10,478,17349
1875,10,582,21921
1876,10,371,14016
1877,10,378,13229
1878,10,270,8780
1879,10,538,19141
1880,10,337,13474
1881,10,508,17871
1882,10,247,9502
1883,10,403,15813
1884,10,341,12935
1885,10,604,22557
1886,10,534,20897
1887,10,249,8486
1888,10,424,15998
1889,10,261,8909
1890,10,528,20339
1891,10,412,15291
1892,10,467,17977
1893,11,359,13417
1894,11,498,19419
1895,10,486,17493
1896,10,472,17931
1897,10,279,11489
1898,10,299,11648
1899,10,1040,40394
1900,11,300,10388
1901,10,580,23335
1902,10,345,12959
1903,10,394,15204
1904,10,432,16241
1905,10,370,13546
1906,10,299,11419
1907,10,242,8604
1908,10,209,9015
1909,10,463,17860
1910,10,810,30659
1911,10,510,19492
1912,10,655,23464
1913,11,351,13246
1914,10,570,21386
1915,10,275,9692
1916,10,298,11094
1917,10,418,14455
1918,10,288,10032
1919,10,461,18511
1920,10,517,19903
1921,10,429,16926
1922,10,322,11618
1923,10,579,22522
1924,10,372,12865
1925,10,454,18665
1926,10,313,10899
1927,10,408,15127
1928,10,500,18855
1929,10,311,12090
1930,10,223,8014
1931,11,481,18750
1932,10,229,7461
1933,10,387,14295
1934,10,316,10610
1935,10,214,7692
1936,10,374,14596
1937,10,365,13192
1938,10,698,26456
1939,10,295,12132
1940,11,443,16179
1941,11,346,14147
1942,10,448,16781
1943,10,216,8605
1944,10,472,17001
1945,10,441,16679
1946,10,465,17609
1947,10,514,19339
1948,10,352,13227
1949,10,311,10821
1950,10,500,19702
1951,10,288,10889
1952,10,298,10375
1953,11,362,13692
1954,10,300,11146
1955,10,442,16915
1956,10,295,11841
1957,10,699,27350
1958,10,776,28770
1959,10,382,15054
1960,10,185,6322
1961,10,325,12583
1962,10,333,11733
1963,10,351,13973
1964,10,551,21326
1965,10,407,14132
1966,10,296,10929
1967,10,525,21187
1968,10,388,16057
1969,10,290,10394
1970,10,511,19374
1971,11,419,15360
1972,10,348,12995
1973,10,376,13110
1974,10,349,12829
1975,10,335,13100
1976,10,417,15949
1977,10,390,13759
1978,10,423,14861
1979,10,697,27047
1980,10,380,13800
1981,10,510,19895
1982,10,330,12720
1983,10,300,11526
1984,10,769,29702
1985,10,395,14895
1986,10,426,15003
1987,10,371,13922
1988,10,174,6016
1989,10,425,15728
1990,10,264,9597
1991,10,315,11703
1992,10,490,18244
1993,10,629,23570
1994,10,516,19775
1995,10,481,18529
1996,10,344,12569
1997,10,546,20585
1998,10,521,19979
1999,10,398,13845
